% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,live_births,kin_DTP_cov,kin_HepA_cov,kin_HepB_cov,kin_polio_cov,kin_varic_cov,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),CVAC level of concern for vaccination rollout,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator,seg_missing_bool,OH__Low Vulnerability,OH__Moderate Vulnerability,OH__Very High Vulnerability,OH__Very Low Vulnerability,OH__Moderate Concern,OH__Very High Concern,OH__medium,OH__small
8.5707294907,258.0,81.96409,49.0,17.6,5.0146259925,6894,9.0741569484,45900,14.9,50.933616777,169.81978,57270,60.029784649,314451,50.614563159,11.335540166,2023,,,,0.909795812871543,0.927371413802016,0.9446885500129232,0.912121995347635,0.9072111656758852,0.109,0.1714,0.0711,0.75,0.74,589.0,1.0,0,0,0,0,0,0,0,0,0
9.7276264591,5.0,82.98755,37.0,23.2,,250,14.95215311,910,15.4,,52.74262,50374,51.526479751,5688,47.55625879,56.720202874,2023,,,,0.875,0.890625,0.90625,0.890625,0.90625,0.1143,0.1758,0.0766,0.89,0.99,1896.0,1.0,1,0,0,1,0,0,1,0,1
8.0589254766,2.0,13.8629,42.0,23.4,,372,11.907810499,1950,13.6,50.343784446,29.15877,48251,72.359290671,13718,42.484327161,67.403395785,2023,,,,0.9597989949748744,0.9698492462311558,0.9748743718592964,0.964824120603015,0.9597989949748744,0.1225,0.1864,0.0827,0.84,0.96,3430.0,1.0,0,0,0,1,0,0,1,1,0
9.0177133655,,,35.0,34.3,,209,11.508810573,1800,18.1,51.705579386,31.1042,43178,75.224123879,9645,51.487817522,100.0,2023,,,,0.9620253164556962,0.9620253164556962,0.9746835443037974,0.9746835443037974,0.9746835443037974,0.1276,0.1901,0.0861,0.69,0.97,3215.0,1.0,0,0,0,0,0,0,1,1,0
7.6452599388,1.0,17.19395,25.0,20.1,,396,20.700470465,660,11.7,,76.7607,69505,48.59375,5211,49.664171944,100.0,2023,,,,0.9239130434782608,0.9239130434782608,0.9565217391304348,0.9347826086956522,0.9239130434782608,0.1235,0.1873,0.0822,0.42,0.89,1303.0,1.0,1,0,1,0,0,0,1,0,1
7.3202614379,1.0,7.96686,41.0,20.2,,373,14.513618677,1790,14.9,43.25465018,23.98273,57294,61.966062025,12509,49.836117995,93.228880337,2023,,,,0.9291338582677166,0.9291338582677166,0.9291338582677166,0.9291338582677166,0.9212598425196852,0.1285,0.1874,0.0874,0.4,0.89,4170.0,1.0,0,0,1,0,0,0,1,1,0
,,,45.0,20.8,,210,23.153252481,520,12.2,,76.0842,56690,47.346368715,3943,49.277200101,100.0,2023,,,,0.96,0.96,0.96,0.96,0.96,0.1235,0.1873,0.0822,0.36,0.81,1314.0,1.0,1,1,0,0,0,0,1,0,1
9.3312597201,6.0,25.87657,37.0,19.3,,745,13.684790595,3720,16.0,18.741245383,52.92172,54244,52.213305721,22675,50.116868798,72.718103883,2023,,,,0.935483870967742,0.939516129032258,0.9435483870967742,0.935483870967742,0.935483870967742,0.1282,0.1918,0.0871,0.7,0.92,1890.0,1.0,0,0,0,0,0,0,1,1,0
8.2516339869,4.0,25.70364,45.0,25.0,,427,12.154853402,2060,13.2,42.071679251,33.88911,48470,65.744203441,14754,41.62938864,38.390447922,2023,,,,0.8434065934065934,0.8571428571428571,0.8983516483516484,0.8461538461538461,0.8406593406593407,0.1134,0.1709,0.0762,0.84,0.97,2951.0,1.0,0,0,0,1,0,0,1,1,0
7.6547842402,41.0,84.49601,53.0,9.2,,1470,12.518095887,4700,10.3,,132.51261,102832,23.795791947,46788,50.414636232,58.159233762,2023,,,,0.9007891770011274,0.910935738444194,0.9143179255918829,0.8996617812852311,0.8974069898534386,0.1008,0.1475,0.0669,0.23,0.47,755.0,1.0,1,1,0,0,0,1,0,0,0
8.6120705326,697.0,83.00524,54.0,8.9,4.1503001556,26374,10.885302736,80400,10.2,46.900561511,82.23387,98070,38.981996938,858527,50.710926971,5.5357676703,2023,,,,0.9528459821428572,0.9503348214285714,0.9637276785714286,0.9556361607142856,0.9506138392857144,0.0795,0.1228,0.0524,0.29,0.54,1216.0,1.0,0,1,0,0,0,1,0,0,0
7.602739726,6.0,30.1902,39.0,21.2,,632,13.733159496,3360,17.0,16.558711163,50.57146,48397,62.382978723,19774,47.886113078,66.476584578,2023,,,,0.921161825726141,0.925311203319502,0.941908713692946,0.933609958506224,0.933609958506224,0.1248,0.188,0.085,0.84,0.97,1977.0,1.0,0,0,0,1,0,0,1,1,0
7.2579221034,372.0,59.39162,52.0,14.7,5.0126287158,19075,11.179683745,73560,12.5,48.30654019,81.37023,87831,45.124496474,648886,50.305754786,22.725597153,2023,,,,0.937216681776972,0.9326835902085222,0.9496826835902086,0.9409564823209428,0.935403445149592,0.1086,0.1585,0.0725,0.39,0.67,1229.0,1.0,0,1,0,0,0,0,0,0,0
8.2534389329,17.0,33.53454,49.0,22.3,6.4462466209,1811,13.279073178,7600,15.4,30.745982397,52.24757999999999,51015,67.12195122,53591,50.577522345,52.657379281,2023,,,,0.947887323943662,0.9380281690140844,0.9577464788732394,0.947887323943662,0.9422535211267604,0.1248,0.188,0.085,0.97,0.95,1914.0,1.0,0,0,0,1,0,0,1,0,0
8.2581337496,65.0,36.54498,45.0,12.9,5.3123462863,7658,14.274796354,20680,12.1,45.894263297,122.64168,84837,49.156146179,167969,49.195982592,12.291776258,2023,,,,0.9491778774289984,0.9439461883408072,0.967488789237668,0.9573991031390134,0.9409566517189836,0.1034,0.1564,0.067,0.47,0.72,815.0,1.0,0,0,1,0,0,0,0,0,0
6.8126520681,2.0,8.09454,46.0,22.7,,783,13.530326594,3850,15.5,20.180449818,79.66223,53320,65.912689437,25106,50.159324464,56.182089914,2023,,,,0.96028880866426,0.9530685920577616,0.967509025270758,0.96028880866426,0.9530685920577616,0.1225,0.1864,0.0827,0.76,0.95,1255.0,1.0,0,0,0,0,0,0,1,1,0
,0.0,0.0,35.0,29.9,,34,13.991769547,180,13.3,,93.72071,47835,70.05988024,1067,48.828491097,100.0,2023,,,,1.0,1.0,1.0,1.0,1.0,0.1143,0.1758,0.0766,0.7,0.87,1067.0,1.0,1,0,0,0,0,0,1,0,1
9.8283931357,4.0,48.76859,31.0,25.3,,242,13.109425785,1100,13.3,,44.10143,44476,52.714398112,9070,40.551267916,36.74359247,2023,,,,0.9716981132075472,0.9528301886792452,0.9716981132075472,0.9622641509433962,0.9716981132075472,0.1278,0.1901,0.086,0.62,0.97,2268.0,1.0,1,0,0,0,0,0,1,0,1
7.9867986799,6.0,30.05711,37.0,21.2,,694,15.011897037,3210,16.4,,24.499,54988,53.805620609,20409,50.120045078,58.943151275,2023,,,,0.8440366972477065,0.8532110091743119,0.8899082568807339,0.8486238532110092,0.8394495412844036,0.1293,0.1898,0.087,0.58,0.93,4082.0,1.0,1,0,1,0,0,0,1,1,0
8.064516129,1.0,47.08098,27.0,32.9,,87,21.914357683,350,16.8,,0.0,41507,59.856630824,1982,49.293642785,100.0,2023,,,,1.0,1.0,1.0,1.0,1.0,0.1235,0.1873,0.0822,0.59,0.97,1982.0,0.0,1,0,1,0,0,0,1,0,1
7.411310151,8.0,38.73342,40.0,15.6,,1498,22.492492492,2180,10.3,43.918762241,28.41178,61833,61.268641042,21118,47.651292736,16.814280497,2023,,,,0.9262536873156342,0.9262536873156342,0.9557522123893806,0.943952802359882,0.9410029498525072,0.1241,0.1883,0.0824,0.7,0.88,3520.0,1.0,0,0,0,0,0,0,1,1,0
9.6993210475,3.0,24.20721,43.0,29.3,,328,11.577832686,2340,18.9,17.221640045,49.875310000000006,44957,80.604796663,12030,51.729010806,78.421215401,2023,,,,0.984,0.976,0.984,0.984,0.984,0.1283,0.1937,0.0866,0.73,0.97,2005.0,1.0,0,0,0,0,0,0,1,1,0
6.0264900662,9.0,41.30525,24.0,19.4,,599,12.269561655,3020,14.3,27.811875028,44.93978,64401,53.117408907,22252,50.319072443,68.267520455,2023,,,,0.9251968503937008,0.9488188976377953,0.9409448818897638,0.9173228346456692,0.9133858267716536,0.1264,0.1929,0.0847,0.54,0.88,2225.0,1.0,0,0,1,0,0,0,1,1,0
8.2706766917,1.0,20.66116,20.0,22.5,,177,18.1724846,650,13.4,,66.96429,54948,53.105196451,4480,48.794642857,100.0,2023,,,,0.8909090909090909,0.8545454545454545,0.9090909090909092,0.8727272727272727,0.8909090909090909,0.1264,0.1929,0.0847,0.77,0.95,1493.0,1.0,1,0,0,0,0,0,1,0,1
7.1917808219,4.0,22.99247,51.0,18.1,,477,13.047045952,2050,12.0,44.747323779,22.59121,59469,62.434675684,17706,49.107647125,69.720683843,2023,,,,0.9675675675675676,0.9405405405405406,0.9783783783783784,0.9675675675675676,0.9621621621621622,0.124,0.188,0.0827,0.68,0.88,4427.0,1.0,0,0,0,0,0,0,1,1,0
9.1814159292,,,34.0,27.3,,317,12.220508867,2860,20.8,36.487988626,16.33853,44030,71.331828442,12241,47.929090761,100.0,2023,,,,0.8947368421052632,0.8736842105263158,0.9157894736842104,0.9052631578947368,0.9052631578947368,0.1428,0.2169,0.0983,0.72,0.96,6121.0,1.0,0,0,0,0,0,0,1,1,0
6.9026548673,4.0,41.67535,37.0,16.8,,736,23.997391588,1270,12.8,,61.33715,60914,52.27379278,9782,49.611531384,13.90981121,2023,,,,0.926829268292683,0.91869918699187,0.943089430894309,0.926829268292683,0.91869918699187,0.1241,0.1883,0.0824,0.58,0.9,1630.0,1.0,1,0,1,0,0,0,1,1,0
,,,43.0,30.6,,33,12.643678161,260,12.2,,0.0,62868,39.380530973,1717,47.233546884,100.0,2023,,,,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9534883720930232,0.1241,0.1883,0.0824,0.43,0.72,1717.0,0.0,1,0,1,0,0,0,0,0,1
9.4438749359,14.0,16.8923,45.0,18.6,7.4674906656,2094,9.8070438366,14220,17.0,75.047685948,40.12178,65908,54.424511187,84742,50.351655614,35.171132862,2023,,,,0.9322191272051996,0.9266480965645312,0.9415041782729804,0.9350046425255338,0.9303621169916436,0.1338,0.1949,0.0899,0.58,0.86,2492.0,1.0,0,0,1,0,0,0,1,0,0
7.5533661741,12.0,40.92769,48.0,22.3,,828,12.034883721,4580,15.9,64.313991082,59.26236,57580,73.354883399,28686,50.780868716,50.215218242,2023,,,,0.96398891966759,0.96398891966759,0.969529085872576,0.9667590027700832,0.96398891966759,0.1134,0.1689,0.0762,0.88,0.93,1687.0,1.0,0,0,0,1,0,0,1,1,0
6.5535564464,60.0,40.48638,49.0,9.5,5.048099819,4616,12.017077996,16790,12.1,60.026562206,56.13534000000001,85613,32.795346551,156764,49.901125258,56.084565584,2023,,,,0.92363813229572,0.9182879377431906,0.933852140077821,0.9280155642023348,0.9226653696498056,0.1198,0.1716,0.0811,0.26,0.68,1781.0,1.0,0,1,0,0,0,0,0,0,0
9.009009009,8.0,50.89706,20.0,28.9,,730,18.415741675,2150,13.7,,85.99021,49291,64.439058172,15118,42.763593068,39.77558522,2023,,,,0.9823529411764704,0.976470588235294,1.0,0.9882352941176472,0.9823529411764704,0.1166,0.1765,0.0789,0.82,0.98,1163.0,1.0,1,0,0,1,0,0,1,1,0
7.9787234043,27.0,50.9482,48.0,24.7,6.408470326,1476,13.65907829,9150,18.2,47.025053732,55.87776,50827,66.002675784,51899,46.050983641,77.638561645,2023,,,,0.6294896030245747,0.724007561436673,0.7504725897920604,0.6332703213610587,0.6465028355387523,0.1365,0.206,0.093,0.91,0.97,1790.0,1.0,0,0,0,1,0,0,1,0,0
9.6440596441,100.0,86.20392,51.0,28.3,7.3083501788,3426,10.884137624,19010,16.1,56.389120499,244.53654,45904,70.701435738,116547,48.355599029,8.9962254177,2023,,,,0.9558701082431308,0.9596169858451292,0.970857618651124,0.9633638634471274,0.9587843463780183,0.1281,0.2007,0.0864,0.92,0.87,409.0,1.0,0,0,0,1,0,0,1,0,0
8.322324967,3.0,46.09711,18.0,35.0,,434,24.259362772,1950,28.7,,32.57329,39791,94.674556213,6140,48.794788274,40.470708621,2023,,,,0.9692307692307692,1.0,1.0,0.9692307692307692,0.953846153846154,0.1166,0.1765,0.0789,1.0,0.99,3070.0,1.0,1,0,0,1,0,0,1,0,1
8.2891566265,13.0,24.82906,39.0,19.6,5.9701492537,1382,11.123631681,6180,12.2,71.187362681,21.16158,62907,55.025613849,51981,47.871337604,61.555014563,2023,,,,0.9020618556701032,0.9309278350515464,0.9371134020618556,0.9030927835051548,0.91340206185567,0.1146,0.174,0.0756,0.67,0.95,4726.0,1.0,0,0,0,0,0,0,1,0,0
8.0,6.0,40.44489,35.0,25.0,,478,12.294238683,2320,15.6,54.784256086,89.0594,44342,61.619047619,14597,49.3526067,32.656414301,2023,,,,0.9836065573770492,0.9781420765027322,0.9836065573770492,0.9836065573770492,0.9781420765027322,0.1278,0.1901,0.086,0.89,0.96,1123.0,1.0,0,0,0,1,0,0,1,1,0
8.1241283124,46.0,71.03918,52.0,25.7,3.7787701821,1907,12.706556503,12130,18.6,45.035971127,108.24519,46970,70.233170365,64668,51.946867075,46.460231852,2023,,,,0.9530791788856304,0.9530791788856304,0.9618768328445748,0.9574780058651028,0.9560117302052786,0.125,0.1935,0.0836,0.98,0.9,924.0,1.0,0,0,0,1,0,0,1,0,0
8.7519372778,299.0,82.33558,47.0,24.9,5.1223676722,7447,8.2434855764,55000,15.2,44.515363198,126.88379,59337,66.344249307,353079,50.334344438,6.447241956,2023,,,,0.9638970002654632,0.9673480222989116,0.97690469869923,0.9662861693655428,0.964958853198832,0.1011,0.1589,0.0646,0.84,0.89,788.0,1.0,0,0,0,1,0,0,1,0,0
7.8307830783,1.0,10.502,34.0,22.9,,567,21.09375,1020,10.6,,81.52450999999999,56632,67.311072056,9813,48.058697646,60.015580874,2023,,,,0.9651162790697676,0.9534883720930232,0.9593023255813954,0.9593023255813954,0.9534883720930232,0.1241,0.1883,0.0824,0.76,0.97,1227.0,1.0,1,0,0,0,0,0,1,1,0
8.9072543618,,,37.0,43.3,,338,11.707655005,2000,17.9,,51.250510000000006,37921,84.007782101,9756,48.626486265,67.042946868,2023,,,,0.98,0.9866666666666668,0.9933333333333332,0.9866666666666668,0.9866666666666668,0.1146,0.1867,0.0742,1.0,1.0,1951.0,1.0,1,0,0,1,0,0,1,1,0
7.8651685393,2.0,20.15113,40.0,36.5,,318,11.418312388,2370,23.1,,94.41756,41838,82.381413359,8473,51.091703057,39.475790316,2023,,,,1.0,1.0,1.0,1.0,1.0,0.107,0.1724,0.0705,1.0,0.99,1059.0,1.0,1,0,0,1,0,0,1,0,1
6.5843621399,2.0,58.63383,35.0,29.7,,100,16.920473773,730,21.3,,106.15711,46907,65.425531915,2826,48.973814579,100.0,2023,,,,0.9615384615384616,0.9615384615384616,1.0,0.9615384615384616,1.0,0.107,0.1724,0.0705,0.72,0.93,942.0,1.0,1,0,0,0,0,0,1,0,1
8.5657370518,1.0,5.829199999999999,46.0,24.9,,510,12.617516081,2440,14.3,49.121868758,47.17537,50816,61.640866873,16958,50.707630617,73.853928528,2023,,,,0.9606299212598424,0.968503937007874,0.9763779527559056,0.9645669291338582,0.9645669291338582,0.1225,0.1864,0.0827,0.75,0.93,2120.0,1.0,0,0,0,0,0,0,1,1,0
7.7597840756,78.0,70.98136,54.0,6.9,3.4857219466,2959,9.4691030113,8920,8.8,45.663801956,97.95413,120696,26.775269493,116381,50.153375551,16.035845131,2023,,,,0.9302569480859988,0.9302569480859988,0.9396958573675932,0.9318300996329312,0.9307813319349764,0.1122,0.1653,0.0743,0.11,0.51,1021.0,1.0,0,0,0,0,1,1,0,0,0
7.6523994812,7.0,67.30122,42.0,23.1,,380,15.079365079,1420,13.8,33.30775087,110.63059,48190,58.574277168,9943,48.677461531,40.758023045,2023,,,,0.9710144927536232,0.9710144927536232,0.9855072463768116,0.9710144927536232,0.9637681159420288,0.1278,0.1901,0.086,0.54,0.92,904.0,1.0,0,0,1,0,0,0,1,1,0
7.6757532281,11.0,20.24888,47.0,23.8,5.0810549238,1582,13.087359365,7310,13.5,25.081078958,47.39965,53186,65.445321308,52743,46.324630757,65.872867054,2023,,,,0.9481765834932822,0.963531669865643,0.9750479846449136,0.9539347408829176,0.9520153550863724,0.1282,0.1918,0.0871,0.8,0.94,2110.0,1.0,0,0,0,0,0,0,1,0,0
8.2517482517,2.0,19.03493,40.0,27.6,,256,13.319458897,2180,20.8,22.881532285,139.45612,46233,58.810572687,10039,49.825679849,100.0,2023,,,,0.8571428571428571,0.8991596638655462,0.907563025210084,0.8487394957983193,0.8739495798319328,0.1428,0.2169,0.0983,0.53,0.93,717.0,1.0,0,0,1,0,0,0,1,1,0
9.2127303183,2.0,24.2483,49.0,32.0,,192,11.800860479,1900,23.0,55.685187775,50.4923,43335,85.163776493,7922,50.366069174,100.0,2023,,,,0.9863013698630136,0.9726027397260274,0.9726027397260274,0.9863013698630136,0.9726027397260274,0.1428,0.2169,0.0983,0.89,0.98,1981.0,1.0,0,0,0,1,0,0,1,0,1
9.2156862745,2.0,6.82571,44.0,27.7,,909,14.382911392,4710,16.5,25.637641304,10.76117,52302,64.828183656,27878,49.6592295,100.0,2023,,,,0.9754098360655736,0.9672131147540984,0.9795081967213116,0.9795081967213116,0.9754098360655736,0.1365,0.206,0.093,0.69,0.89,9293.0,1.0,0,0,0,0,0,0,1,1,0
8.8519233625,18.0,26.838030000000003,44.0,24.1,4.7754066557,2090,11.616919571,10840,16.2,42.271461259,70.3023,58227,68.104943625,69699,49.214479404,19.650021604,2023,,,,0.9713679745493108,0.9703075291622482,0.9787910922587488,0.9713679745493108,0.9724284199363732,0.1183,0.18,0.0772,0.83,0.97,1422.0,1.0,0,0,0,1,0,0,1,0,0
5.5944055944,2.0,33.11807,28.0,27.3,,206,17.038875103,860,14.3,,68.64596,45437,71.23015873,5827,45.769692809,49.355733159,2023,,,,1.0,1.0,1.0,1.0,1.0,0.1264,0.1929,0.0847,0.73,0.97,1457.0,1.0,1,0,0,0,0,0,1,0,1
8.7058823529,1.0,26.08923,24.0,18.0,,257,22.041166381,450,12.0,,92.22256,65162,66.666666667,3253,46.326467876,13.305613306,2023,,,,0.9855072463768116,0.9565217391304348,0.9855072463768116,0.9855072463768116,0.9710144927536232,0.1235,0.1873,0.0822,0.48,0.94,1084.0,1.0,1,0,1,0,0,0,1,0,1
6.8783068783,,,32.0,21.6,,163,24.148148148,390,13.6,,41.16921,52408,70.057581574,2429,49.567723343,100.0,2023,,,,1.0,1.0,1.0,1.0,1.0,0.1235,0.1873,0.0822,0.59,0.96,2429.0,1.0,1,0,1,0,0,0,1,0,1
7.9570268146,88.0,62.90252,51.0,10.8,5.8808267751,2960,8.4390591589,16120,11.9,49.911101825,69.51492,72082,41.689089489,143854,50.600608951,14.375647132,2023,,,,0.9466501240694788,0.9454094292803972,0.9503722084367244,0.9491315136476428,0.9416873449131512,0.1021,0.1521,0.0667,0.22,0.6,1439.0,1.0,0,1,0,0,0,0,0,0,0
6.22406639,,,42.0,18.8,,136,17.280813215,470,14.2,,93.39975,61351,51.690821256,3212,50.311332503,100.0,2023,,,,0.9333333333333332,0.9777777777777776,0.9777777777777776,0.9333333333333332,0.9333333333333332,0.1278,0.1901,0.086,0.69,0.72,1071.0,1.0,1,0,0,0,0,0,0,0,1
5.4054054054,,,39.0,17.2,,274,32.696897375,350,11.7,,35.73981,62557,60.0,2798,47.784131523,100.0,2023,,,,0.8857142857142857,0.9142857142857144,0.9428571428571428,0.9,0.8857142857142857,0.1241,0.1883,0.0824,0.46,0.87,2798.0,1.0,1,0,1,0,0,0,1,0,1
7.7431539188,236.0,100.08227,53.0,17.8,7.6468380559,6716,11.541501976,32930,14.3,41.227750129,166.11435999999998,62903,64.873837981,237186,51.508942349,31.60780873,2023,,,,0.9299826689774696,0.9285961871750432,0.9462738301559792,0.9341421143847488,0.9306759098786828,0.116,0.1766,0.0768,0.75,0.67,602.0,1.0,0,0,0,0,0,0,0,0,0
6.5953654189,6.0,65.6527,52.0,15.0,,285,13.701923077,1350,15.1,,105.60777,68280,45.535714286,9469,50.290421375,100.0,2023,,,,0.952755905511811,0.9448818897637796,0.952755905511811,0.952755905511811,0.952755905511811,0.1134,0.1689,0.0762,0.56,0.71,947.0,1.0,1,0,1,0,0,0,0,1,0
8.9909973109,16.0,24.89652,36.0,40.6,3.4005894355,2921,14.035846427,15100,23.6,,71.15929,33535,90.943331621,66049,50.862238641,23.705878494,2023,,,,0.9458937198067632,0.957487922705314,0.9893719806763284,0.9478260869565216,0.9458937198067632,0.1146,0.1867,0.0742,0.98,1.0,1405.0,1.0,1,0,0,1,0,0,1,0,0
8.4269662921,3.0,32.14056,38.0,27.4,,302,14.56123433,1590,17.0,47.617133824,87.21247,46064,63.05278174,9173,46.898506486,39.366562825,2023,,,,0.9361702127659576,0.9148936170212766,0.946808510638298,0.946808510638298,0.9361702127659576,0.1278,0.1901,0.086,0.88,0.86,1147.0,1.0,0,0,0,1,0,0,1,0,1
,0.0,0.0,59.0,16.1,,78,19.897959184,100,7.6,,72.4113,69212,39.50617284,1381,49.529326575,100.0,2023,,,,0.8518518518518519,0.8888888888888888,0.8518518518518519,0.8888888888888888,0.8888888888888888,0.1235,0.1873,0.0822,0.41,0.8,1381.0,1.0,1,0,1,0,0,0,1,0,1
,1.0,74.18398,11.0,22.7,,65,20.440251572,180,12.5,,493.01561,49813,57.276995305,1217,49.71240756,100.0,2023,,,,0.9285714285714286,0.9285714285714286,1.0,0.9285714285714286,0.8571428571428571,0.1278,0.1901,0.086,0.32,0.79,203.0,1.0,1,1,0,0,0,0,0,0,1
6.8862275449,4.0,107.0091,25.0,20.9,,175,19.12568306,520,13.6,,120.51823,59905,55.793991416,3319,49.291955408,18.798449612,2023,,,,0.98,0.98,0.98,0.98,0.98,0.1235,0.1873,0.0822,0.6,0.94,830.0,1.0,1,0,0,0,0,0,1,0,1
9.3959731544,1.0,13.62398,28.0,29.4,,298,16.817155756,1300,17.6,25.487165234,42.80822,45509,72.860962567,7008,46.104452055,37.573211103,2023,,,,0.9315068493150684,0.9452054794520548,0.958904109589041,0.9452054794520548,0.9315068493150684,0.1241,0.1883,0.0824,0.97,1.0,2336.0,1.0,0,0,0,1,0,0,1,0,1
8.439296245,1244.0,58.58675,51.0,15.3,6.1974459625,69407,12.282250929,272440,13.1,48.418934656,103.31642,71399,58.57084249,2126477,50.896858983,1.2882013273,2023,,,,0.9181181765147096,0.9238686557213102,0.9451204267022252,0.9237436453037752,0.9133677806483874,0.1069,0.1641,0.0701,0.55,0.73,968.0,1.0,0,0,1,0,0,0,0,0,0
9.1125586608,99.0,71.12069,46.0,20.6,5.1831617287,2951,8.3592997564,20460,14.9,38.960543609,180.00921,53820,54.881012234,143326,51.08912549,16.033488966,2023,,,,0.960482985729967,0.968715697036224,0.973655323819978,0.9621295279912184,0.960482985729967,0.1178,0.1846,0.0776,0.69,0.78,556.0,1.0,0,0,0,0,0,0,0,0,0
8.5855466337,11.0,66.01849,38.0,20.7,,637,14.800185874,2390,14.1,49.618320611,41.60723,49727,60.482846252,16824,45.441036614,31.700254122,2023,,,,0.9733333333333334,0.96,0.9733333333333334,0.9733333333333334,0.9733333333333334,0.1278,0.1901,0.086,0.7,0.95,2403.0,1.0,0,0,0,0,0,0,1,1,0
7.9521463758,5.0,31.34993,33.0,26.3,,495,13.506139154,1850,11.9,53.607494754,48.31918,46275,66.129032258,14487,39.131635259,14.496118407,2023,,,,0.859375,0.875,0.96875,0.859375,0.8541666666666666,0.1166,0.1765,0.0789,0.78,0.98,2070.0,1.0,0,0,0,0,0,0,1,1,0
8.1940481044,5.0,20.06823,43.0,29.2,,1032,15.992561599,4500,17.8,30.449629758,104.4321,43244,72.362787077,23939,50.043861481,79.432568375,2023,,,,0.9461756373937678,0.9461756373937678,0.9461756373937678,0.9461756373937678,0.9461756373937678,0.1428,0.2169,0.0983,0.95,0.99,958.0,1.0,0,0,0,1,0,0,1,1,0
,0.0,0.0,50.0,9.1,,30,15.075376884,100,12.8,,125.47051,73224,36.41025641,797,50.313676286,100.0,2023,,,,1.0,1.0,1.0,1.0,1.0,0.1241,0.1883,0.0824,0.09,0.67,797.0,1.0,1,0,0,0,1,0,0,0,1
8.4837545126,1.0,14.54122,31.0,28.3,,183,11.656050955,1110,15.8,49.839105961,74.00829,46695,62.870890136,6756,50.651272943,60.679940404,2023,,,,0.9195402298850576,0.9310344827586208,0.942528735632184,0.942528735632184,0.9310344827586208,0.1183,0.18,0.0772,0.94,0.99,1351.0,1.0,0,0,0,1,0,0,1,0,1
8.4826762246,2.0,16.67361,47.0,28.2,,245,10.488013699,2070,17.1,53.328380403,51.92556999999999,46134,71.558704453,11555,51.267849416,75.730948678,2023,,,,0.9724137931034482,0.9724137931034482,0.9655172413793104,0.9655172413793104,0.9724137931034482,0.1283,0.1937,0.0866,0.56,0.99,1926.0,1.0,0,0,1,0,0,0,1,1,0
,0.0,0.0,11.0,21.4,,27,20.454545455,80,9.1,,138.12155,44343,57.024793388,724,49.171270718,100.0,2023,,,,1.0,1.0,1.0,1.0,1.0,0.1166,0.1765,0.0789,0.47,0.91,724.0,1.0,1,0,1,0,0,0,1,0,1
8.4210526316,4.0,18.52624,35.0,23.3,,458,10.896978349,4240,19.7,53.281067373,54.78906,46955,65.136830103,20077,45.997908054,78.131030047,2023,,,,0.9324324324324323,0.9324324324324323,0.9369369369369368,0.9324324324324323,0.9369369369369368,0.1428,0.2169,0.0983,0.88,0.98,1825.0,1.0,0,0,0,1,0,0,1,1,0
7.9472230746,13.0,30.83053,42.0,19.9,7.6640098099,1208,11.801484955,6970,16.8,34.619806775,14.363,51634,63.916602712,41774,50.531431034,79.299905874,2023,,,,0.948875255623722,0.950920245398773,0.9550102249488752,0.9468302658486708,0.9468302658486708,0.1276,0.1901,0.0861,0.59,0.88,6962.0,1.0,0,0,1,0,0,0,1,0,0
8.3102493075,2.0,55.20287,18.0,20.9,,201,18.767507003,360,9.9,36.786570743,122.51149,49340,59.003831418,3265,49.862174579,100.0,2023,,,,1.0,1.0,1.0,1.0,1.0,0.1235,0.1873,0.0822,0.65,0.96,816.0,1.0,0,0,0,0,0,0,1,0,1
7.0916905444,8.0,29.91549,37.0,31.1,,1042,14.400221117,4250,15.8,77.206461781,101.09588,48438,72.76794398,24729,50.592421853,31.384207536,2023,,,,0.967741935483871,0.956989247311828,0.9811827956989247,0.967741935483871,0.9489247311827956,0.107,0.1724,0.0705,0.95,0.98,989.0,1.0,0,0,0,1,0,0,1,1,0
6.5708778693,17.0,34.67406,31.0,27.8,3.4019391053,1966,14.105323576,7420,15.1,65.540514508,75.68749,50532,68.58968336,47564,48.631317803,10.157736451,2023,,,,0.9202363367799112,0.9335302806499262,0.9734121122599704,0.930576070901034,0.914327917282127,0.107,0.1724,0.0705,0.97,0.99,1321.0,1.0,0,0,0,1,0,0,1,0,0
7.144530335,6.0,10.4288,41.0,19.1,6.2111801242,1768,13.065326633,8290,14.8,50.455415417,40.79967,59929,52.782512785,61275,50.64871481,75.018543525,2023,,,,0.9431818181818182,0.9375,0.9460227272727272,0.9460227272727272,0.9360795454545454,0.1285,0.1874,0.0874,0.56,0.89,2451.0,1.0,0,0,1,0,0,0,1,0,0
