county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,live_births,kin_DTP_cov,kin_HepA_cov,kin_HepB_cov,kin_polio_cov,kin_varic_cov,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),CVAC level of concern for vaccination rollout,other_pc_provider_ratio_numerator,seg_missing_bool
Stonewall,,1.0,73.42144,14.0,20.2,,51,16.242038217,220,15.7,,518.51852,48267,45.089285714,1350,51.259259259,100.0,2021,77.24137931,22.444444444,10.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.1278,0.1901,0.086,0.32,0.79,193.0,1
Sutton,,4.0,106.4396,45.0,17.8,,122,12.978723404,410,10.7,,185.38136,63427,58.415841584,3776,48.940677966,18.798449612,2021,52.407932011,23.569915254,38.0,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.9615384615384616,0.1235,0.1873,0.0822,0.6,0.94,539.0,1
Swisher,,1.0,13.40123,28.0,29.1,,250,12.906556531,1270,17.0,33.599185268,40.55698,44388,71.535114978,7397,46.532377991,37.573211103,2021,75.369261477,24.658645397,84.0,0.989247311827957,0.989247311827957,0.989247311827957,0.989247311827957,0.989247311827957,0.1241,0.1883,0.0824,0.97,1.0,2466.0,0
Tarrant,,1225.0,58.75494,50.0,13.9,6.3920526321,60367,10.554427852,280150,13.9,46.414380634,87.98986000000001,70130,58.857204691,2102515,51.113975406,1.2882013273,2021,86.865127102,26.027495642,27100.0,0.9421672555948174,0.9527287004318806,0.9663918335296428,0.9456615626226934,0.941146446800157,0.1069,0.1641,0.0701,0.55,0.73,1136.0,0
Taylor,,94.0,68.2941,45.0,18.9,5.5928411633,3216,9.1514427181,21510,15.8,40.397762639,150.68751,54465,56.667349028,138034,51.367054494,16.033488966,2021,77.105558675,24.812727299,1866.0,0.9652317880794702,0.9646799116997792,0.9729580573951436,0.9701986754966888,0.9707505518763796,0.1178,0.1846,0.0776,0.69,0.78,664.0,0
Terry,,4.0,32.55473,39.0,31.0,,496,14.273381295,1900,15.0,47.295028442,48.63419,42953,76.338147833,12337,47.264326822,24.669986562,2021,70.696872691,27.218934911,177.0,0.935483870967742,0.9419354838709676,0.967741935483871,0.935483870967742,0.9612903225806452,0.1143,0.1758,0.0766,0.99,0.99,2056.0,0
Shackelford,,1.0,30.74085,48.0,17.5,,133,16.708542714,500,15.1,,30.62787,65095,45.379537954,3265,51.148545176,100.0,2021,77.600607441,22.848392037,32.0,0.8461538461538461,0.8974358974358975,0.8974358974358975,0.8461538461538461,0.8461538461538461,0.1278,0.1901,0.086,0.69,0.72,3265.0,1
Johnson,,75.0,43.76725,48.0,15.9,6.6380860185,5430,11.65211047,20920,12.8,36.433905967,58.58364,66538,52.365001444,175817,50.006540892,37.874170167,2021,85.581922876,25.933214649,2359.0,0.9505982246236974,0.9525279814743344,0.9594751061366268,0.9525279814743344,0.9529139328444616,0.1346,0.1961,0.0907,0.51,0.73,1707.0,0
Zapata,,1.0,7.04722,32.0,43.7,,567,11.924290221,2990,20.8,,21.158050000000003,36069,84.866553095,14179,50.271528317,23.534027679,2021,58.56095936,33.062980464,197.0,0.9623430962343096,0.9790794979079498,0.99581589958159,0.9539748953974896,0.9707112970711296,0.1146,0.1867,0.0742,0.99,1.0,4726.0,1
Jim Hogg,,1.0,19.05488,29.0,35.0,,154,9.3617021277,990,18.7,,,38788,87.975778547,5200,48.730769231,17.396226415,2021,56.396063961,30.557692308,75.0,0.926829268292683,0.9634146341463414,0.9634146341463414,0.9390243902439024,0.9390243902439024,0.1146,0.1867,0.0742,0.99,1.0,,1
Carson,,,,45.0,11.0,,186,12.117263844,670,11.2,,101.24873,69760,33.278553821,5926,49.679379008,95.195729537,2021,76.311188811,23.388457644,64.0,0.931372549019608,0.931372549019608,0.9411764705882352,0.931372549019608,0.931372549019608,0.1241,0.1883,0.0824,0.03,0.6,988.0,1
Cass,,7.0,23.24114,37.0,23.6,,698,9.9189995737,5650,18.8,32.835286643,46.62626,44529,64.090497738,30026,51.66855392,74.011948529,2021,69.331322272,22.190768001,346.0,0.9747474747474748,0.9797979797979798,0.9823232323232324,0.9747474747474748,0.9772727272727272,0.1356,0.2056,0.0926,0.78,0.98,2145.0,0
Castro,,1.0,13.04631,28.0,22.7,,357,15.923282783,1010,12.9,20.097843236,39.84064,51736,68.76841485,7530,48.698539177,45.757876457,2021,68.641390205,28.671978752,110.0,0.9572649572649572,0.9572649572649572,0.9572649572649572,0.9572649572649572,0.9401709401709402,0.1241,0.1883,0.0824,0.78,0.99,2510.0,0
Chambers,,6.0,14.13294,33.0,11.9,,1245,9.8966613672,5610,13.9,16.40757393,61.59181,93351,33.73650108,43837,49.533499099,45.720310007,2021,84.291705167,27.784748044,588.0,0.9728867623604466,0.9665071770334928,0.9792663476874004,0.9744816586921852,0.9665071770334928,0.1377,0.2028,0.0929,0.41,0.79,1624.0,0
Cherokee,,20.0,38.0286,43.0,22.7,7.9135302065,1755,12.790612929,8350,16.1,37.108729714,45.58751,46576,66.433566434,52646,49.048360749,63.048480677,2021,72.907707575,25.314363864,676.0,0.9918962722852512,0.9951377633711508,0.9967585089141004,0.9951377633711508,0.9902755267423016,0.1282,0.1918,0.0871,0.92,0.94,2194.0,0
Childress,,10.0,137.1554,26.0,25.9,,180,12.203389831,1140,15.7,16.616654164,123.18641999999998,44095,59.124087591,7306,38.748973446,33.148700469,2021,73.24470295,18.998083767,67.0,0.8928571428571429,0.8928571428571429,0.9821428571428572,0.8928571428571429,0.8928571428571429,0.1241,0.1883,0.0824,0.75,0.92,812.0,0
Clay,,4.0,38.25555,49.0,16.0,,291,13.197278912,1600,15.4,,19.10037,59983,50.455373406,10471,50.052526024,74.600074405,2021,75.322777101,19.749785121,101.0,0.97196261682243,0.97196261682243,0.97196261682243,0.97196261682243,0.9626168224299064,0.1293,0.1898,0.087,0.32,0.68,5236.0,1
Cochran,,1.0,35.260929999999995,22.0,30.1,,121,15.67357513,480,16.5,,35.05082,43742,71.018651363,2853,49.281458114,100.0,2021,66.032064128,26.813880126,48.0,0.925,0.925,0.925,0.925,0.925,0.1143,0.1758,0.0766,0.86,0.99,2853.0,1
Coke,,,,48.0,17.9,,92,12.185430464,520,15.8,,0.0,48435,53.281853282,3387,49.95571302,100.0,2021,68.734793187,20.932979037,35.0,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.9705882352941176,0.1235,0.1873,0.0822,0.62,0.91,3387.0,1
Coleman,,5.0,59.545080000000006,26.0,30.4,,263,14.270211612,1430,17.0,15.063375584,61.16208,44834,67.420109119,8175,49.100917431,51.545812254,2021,70.931931055,20.318042813,89.0,0.9761904761904762,0.9642857142857144,0.9642857142857144,0.9761904761904762,0.9642857142857144,0.1278,0.1901,0.086,0.42,0.94,1635.0,0
Collin,,1019.0,101.37830999999998,57.0,6.8,4.3008808411,23223,8.3576256181,105240,11.1,26.62046639,76.15513,96847,25.5217787,1034730,50.754689629,5.2427266371,2021,92.76328324,25.636542866,12190.0,0.95326695706285,0.951337896701929,0.9588052271313006,0.9549471064094586,0.9490976975731176,0.083,0.1234,0.0542,0.15,0.49,1313.0,0
Collingsworth,,1.0,33.76097,12.0,35.8,,166,20.570012392,430,14.5,,102.73973,40314,66.211604096,2920,51.02739726,100.0,2021,69.371980676,25.0,33.0,0.9565217391304348,0.9565217391304348,1.0,0.9565217391304348,0.9565217391304348,0.1241,0.1883,0.0824,0.89,0.98,973.0,1
Colorado,,10.0,47.13202,34.0,20.9,12.311135982,740,14.6883684,2730,13.0,19.804990809,32.56874,55607,67.532104969,21493,49.644070162,62.613777906,2021,71.758389262,22.984227423,269.0,0.9609929078014184,0.9645390070921984,0.975177304964539,0.9609929078014184,0.9574468085106383,0.1114,0.1704,0.0738,0.68,0.93,3070.0,0
Comal,,96.0,64.70179999999999,45.0,9.4,5.3933420123,3700,10.416666667,16480,12.2,42.16777542,66.57746999999999,87976,33.464007072,156209,50.495169933,46.145549082,2021,89.193451048,22.484619964,1773.0,0.9631354287931704,0.9608071400853706,0.9650756693830036,0.9627473806752036,0.9608071400853706,0.0937,0.1369,0.0619,0.24,0.64,1502.0,0
Comanche,,6.0,44.33279,28.0,22.1,,529,16.938840858,2130,15.8,39.098941336,73.34067,54122,67.012448133,13635,50.172350568,71.461285244,2021,72.553307818,22.141547488,176.0,0.9822485207100592,0.9881656804733728,0.9881656804733728,0.9822485207100592,0.9763313609467456,0.1278,0.1901,0.086,0.73,0.92,1364.0,0
Concho,,1.0,23.38634,45.0,27.0,,78,14.800759013,440,10.3,,110.05136,43321,70.0,2726,46.845194424,100.0,2021,75.109649123,18.231841526,25.0,0.9,0.95,0.95,0.9,0.95,0.1235,0.1873,0.0822,0.43,0.96,909.0,1
Cooke,,13.0,32.04022,43.0,18.4,,1123,11.456845542,5860,14.8,59.170678606,77.5626,61186,57.587768969,41257,50.127251133,59.03426386,2021,76.216533125,23.620234142,541.0,0.9571984435797666,0.9552529182879378,0.970817120622568,0.9552529182879378,0.9591439688715954,0.1317,0.1945,0.0881,0.62,0.85,1289.0,0
Coryell,,16.0,21.38809,31.0,15.7,7.1537290715,1359,7.7737101018,12530,16.6,36.554900422,50.03226,53083,56.05972087,75951,50.196837435,19.423515679,2021,85.745004928,22.582981133,970.0,0.9702970297029704,0.969059405940594,0.9752475247524752,0.9702970297029704,0.9678217821782178,0.1264,0.1929,0.0847,0.78,0.82,1999.0,0
Cottle,,0.0,0.0,18.0,32.5,,58,17.901234568,350,21.8,,0.0,40449,64.215686275,1398,51.287553648,100.0,2021,65.629420085,22.961373391,11.0,0.9285714285714286,1.0,1.0,0.9285714285714286,1.0,0.1293,0.1898,0.087,0.94,1.0,1398.0,1
Crane,,1.0,20.85941,22.0,13.6,,194,13.07277628,420,8.6,,20.84636,68626,52.736750652,4797,49.593495935,10.697142857,2021,66.220971147,28.913904524,62.0,1.0,0.9876543209876544,0.9876543209876544,1.0,1.0,0.1166,0.1765,0.0789,0.47,0.93,4797.0,1
Crockett,,1.0,28.579590000000003,22.0,19.3,,116,13.019079686,480,13.2,,28.868360000000003,54165,53.281853282,3464,49.826789838,22.748050551,2021,69.497784343,24.826789838,53.0,0.9622641509433962,0.9622641509433962,0.9622641509433962,0.9622641509433962,0.9622641509433962,0.1235,0.1873,0.0822,0.69,0.9,3464.0,1
Crosby,,2.0,34.60806,42.0,33.6,,175,11.075949367,980,16.8,23.549883087,52.29214,38871,81.439722463,5737,50.374760328,100.0,2021,68.898592916,26.05891581,67.0,0.9878048780487804,1.0,1.0,0.9878048780487804,0.9878048780487804,0.1143,0.1758,0.0766,0.94,0.99,1912.0,0
Culberson,,,,15.0,30.6,,76,14.757281553,430,19.3,,92.12345,44462,77.777777778,2171,50.115154307,100.0,2021,55.517241379,22.385997236,31.0,0.9117647058823528,1.0,1.0,0.9411764705882352,0.9705882352941176,0.1166,0.1765,0.0789,1.0,1.0,1086.0,1
Dallam,,4.0,55.55556,28.0,17.4,,477,20.358514725,940,13.0,,164.67682,55793,64.022140221,7287,47.358309318,23.541697747,2021,74.534686971,31.906134212,178.0,0.9542857142857144,0.9542857142857144,0.9828571428571428,0.9828571428571428,0.96,0.1241,0.1883,0.0824,0.55,0.92,607.0,1
Dallas,,1834.0,69.52837,52.0,20.9,6.433806928,102076,14.385350269,391670,15.1,49.080078898,113.8297,61807,72.919592161,2635516,50.667155881,0.6883041916,2021,81.096278199,25.814906834,35541.0,0.931108597285068,0.943552036199095,0.9602092760180996,0.9345022624434388,0.9284785067873303,0.1078,0.1697,0.0704,0.75,0.83,879.0,0
Dawson,,5.0,39.62279,26.0,28.9,,469,14.050329539,2220,17.1,13.960449451,54.99686,48165,68.341307815,12728,45.301697046,16.294368539,2021,68.833873207,25.699245757,178.0,0.9096045197740112,0.9378531073446328,0.96045197740113,0.9152542372881356,0.9209039548022598,0.1235,0.1873,0.0822,0.95,1.0,1818.0,0
Deaf Smith,,2.0,10.66098,39.0,24.8,,941,15.659843568,2420,12.8,20.387828162,107.83997,46178,80.587544066,18546,50.145583953,17.711129465,2021,79.121236778,30.84223013,311.0,0.9714285714285714,0.9904761904761904,0.9714285714285714,0.9714285714285714,0.9714285714285714,0.1241,0.1883,0.0824,0.84,0.9,927.0,0
Camp,,11.0,84.40114,35.0,26.1,,405,11.3988179,2250,17.5,24.782628792,15.274169999999998,47091,77.886247878,13094,51.412860852,61.478912991,2021,65.363735071,26.332671453,189.0,0.9662921348314608,0.9606741573033708,0.9887640449438202,0.9719101123595506,0.9606741573033708,0.1285,0.1874,0.0874,0.9,0.98,6547.0,0
Cameron,,208.0,49.06725,42.0,36.3,5.0773942895,18505,14.075454476,75130,17.8,70.459128341,75.14835000000001,40893,84.894811994,423163,51.249045876,8.4208064596,2021,57.488062277,29.905261093,5738.0,0.98625678119349,0.987884267631103,0.9929475587703436,0.9871609403254972,0.9866184448462928,0.105,0.1701,0.0683,0.98,0.98,1331.0,0
Callahan,,1.0,7.145919999999999,40.0,18.7,,361,11.056661562,2140,15.5,,57.37646,50812,53.989678444,13943,50.405221258,72.179562906,2021,71.380659586,21.896292046,135.0,0.966346153846154,0.9471153846153846,0.966346153846154,0.9567307692307692,0.9615384615384616,0.1278,0.1901,0.086,0.3,0.8,1743.0,1
Calhoun,,11.0,51.01804,31.0,22.6,,611,11.227489893,3170,14.5,16.139395589,65.75857,55909,67.264690588,21290,48.661343354,44.731303494,2021,78.818253759,23.936120244,218.0,0.9963898916967509,0.9927797833935018,0.9963898916967509,0.9927797833935018,0.9927797833935018,0.1065,0.1663,0.0699,0.86,0.88,1521.0,0
Jim Wells,,10.0,24.49659,37.0,29.0,,1208,10.309806264,6660,16.2,,74.10701,44444,77.504678727,40482,50.382886221,40.085214751,2021,59.282359282,27.340546416,490.0,0.9886578449905482,0.9886578449905482,0.996219281663516,0.9924385633270322,0.9886578449905482,0.0992,0.1603,0.0642,0.92,0.99,1349.0,1
Andrews,,9.0,49.64695,24.0,12.7,,784,13.452299245,1800,10.1,,58.80781,74918,40.912248206,18705,48.847901631,16.502096578,2021,86.183384174,31.02379043,273.0,0.9628482972136224,0.9659442724458204,0.978328173374613,0.9690402476780186,0.9659442724458204,0.1166,0.1765,0.0789,0.47,0.88,1700.0,1
Angelina,,51.0,58.55877,49.0,22.6,6.5789473684,2670,11.637029289,15640,17.9,38.343168513,88.79663000000001,51750,67.965116279,86715,51.158392435,43.082366228,2021,82.274850975,25.436199043,1114.0,0.9759704251386322,0.9842883548983364,0.987985212569316,0.9805914972273568,0.977818853974122,0.125,0.1935,0.0836,0.98,0.89,1126.0,0
Aransas,,9.0,37.82784,49.0,32.1,,668,15.455807497,4560,18.4,61.813483728,55.29562,53085,67.161541181,23510,50.518928116,27.260557907,2021,81.755341433,17.732879626,223.0,0.9540229885057472,0.971264367816092,0.9655172413793104,0.9655172413793104,0.9655172413793104,0.1183,0.18,0.0772,0.8,0.85,1808.0,0
Archer,,,,47.0,12.8,,233,11.626746507,1160,13.2,,,63731,33.231083845,8553,51.058108266,88.988292467,2021,75.405561993,21.547994856,80.0,0.9935483870967742,0.9935483870967742,0.9935483870967742,0.9935483870967742,0.9935483870967742,0.1293,0.1898,0.087,0.09,0.8,,1
Armstrong,,0.0,0.0,27.0,16.7,,60,12.987012987,230,12.1,,52.99417,64424,40.668523677,1887,51.086380498,100.0,2021,81.556195965,22.575516693,22.0,0.9,0.95,0.95,0.9,0.9,0.1241,0.1883,0.0824,0.16,0.56,1887.0,1
Atascosa,,11.0,21.86444,36.0,19.0,4.4369321783,1607,11.280359399,6170,12.6,,46.91807,57309,66.194084576,51153,50.200379254,60.711184342,2021,80.219992281,27.189021172,601.0,0.9737704918032788,0.9770491803278688,0.9918032786885246,0.9754098360655736,0.9704918032786886,0.1146,0.174,0.0756,0.85,0.95,2131.0,1
Austin,,5.0,16.67278,41.0,17.0,,894,12.0209762,3890,13.1,19.282058084,56.60629,68311,55.517490083,30032,50.283031433,66.344089805,2021,74.250066366,23.841236015,365.0,0.9791666666666666,0.9791666666666666,0.9814814814814816,0.9814814814814816,0.976851851851852,0.1114,0.1704,0.0738,0.49,0.82,1767.0,0
Bailey,,2.0,28.46165,42.0,25.8,,397,17.581930912,920,13.0,,85.71428999999999,46174,85.815102329,7000,49.771428571,28.750872296,2021,70.545277507,30.771428571,106.0,0.98,0.98,1.0,0.99,0.99,0.1143,0.1758,0.0766,0.8,0.96,1167.0,1
Bandera,,5.0,21.90676,42.0,23.6,,579,14.884318766,3390,15.6,,47.59432,59604,54.409448819,23112,50.36344756,100.0,2021,81.819264198,16.471962617,187.0,0.9444444444444444,0.95,0.9611111111111112,0.95,0.9444444444444444,0.1146,0.174,0.0756,0.51,0.77,2101.0,1
Bastrop,,24.0,27.59382,43.0,23.8,4.5567522784,3089,13.420515271,10220,12.4,34.598673152,39.44862,62627,70.670550244,88723,49.154108856,63.85244907,2021,80.403582183,25.367717503,1283.0,0.9615069615069616,0.9664209664209664,0.9754299754299754,0.9647829647829648,0.9631449631449632,0.124,0.188,0.0827,0.75,0.85,2535.0,0
Baylor,,5.0,139.58682000000002,21.0,24.5,,104,12.220916569,580,16.1,,56.996300000000005,41539,58.075601375,3509,51.439156455,100.0,2021,74.705882353,22.855514392,32.0,0.9272727272727272,0.9454545454545454,0.9272727272727272,0.9272727272727272,0.9272727272727272,0.1293,0.1898,0.087,0.16,0.78,1755.0,1
Bee,,7.0,21.48096,31.0,27.8,7.7730275942,651,9.2616303884,5630,17.2,37.6674511,55.27407,44171,80.326331583,32565,39.121756487,42.97730768,2021,62.933849317,20.951942269,296.0,0.9886039886039886,0.9943019943019944,0.9914529914529916,0.9886039886039886,0.9886039886039886,0.1183,0.18,0.0772,0.97,0.99,1809.0,0
Delta,,1.0,18.69508,44.0,25.5,,147,11.307692308,1000,19.2,58.056320136,56.27462,51348,70.011025358,5331,50.234477584,100.0,2021,70.285142571,23.466516601,62.0,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.9857142857142858,0.1283,0.1937,0.0866,0.57,0.85,1777.0,0
Bell,,280.0,78.73086,38.0,18.4,6.3845100179,6828,6.7389780993,55500,16.2,41.270733444,178.54978,54831,58.75884078,362924,50.321279386,15.186229794,2021,84.993764722,27.551773925,6122.0,0.9618281410475864,0.96987333105101,0.9744950359465936,0.9635398836015064,0.9568640876412188,0.1244,0.1993,0.0815,0.81,0.83,560.0,0
Blanco,,3.0,25.63664,44.0,14.7,,406,17.893345086,1480,13.1,,41.90764,68404,42.925948224,11931,50.12991367,100.0,2021,85.263642643,17.768837482,86.0,0.9150943396226416,0.9056603773584906,0.9150943396226416,0.9150943396226416,0.9150943396226416,0.1008,0.1475,0.0669,0.28,0.68,2386.0,1
Borden,,0.0,0.0,19.0,15.4,,13,9.4890510949,90,13.3,,0.0,71926,24.299065421,654,48.470948012,100.0,2021,79.735682819,19.877675841,,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.1235,0.1873,0.0822,0.06,0.72,654.0,1
Bosque,,11.0,58.85185,31.0,19.7,,652,15.542312277,2820,15.6,36.30021194,42.81509,55179,65.042868277,18685,50.56462403,81.215681968,2021,74.70531133,21.032914102,190.0,0.9617486338797814,0.989071038251366,0.9836065573770492,0.9672131147540984,0.9672131147540984,0.1248,0.188,0.085,0.62,0.89,2336.0,0
Bowie,,66.0,69.97159,46.0,23.3,8.5714285714,2031,8.8296669855,16460,17.5,45.387928283,169.44608,51207,62.333314735,93245,49.9458416,35.424836601,2021,72.399929569,23.573381951,1060.0,0.959121877365632,0.9666919000757004,0.9780469341408023,0.959121877365632,0.9606358819076456,0.1356,0.2056,0.0926,0.85,0.86,590.0,0
Brazoria,,233.0,62.93895,45.0,11.1,4.4955193665,11001,10.702298839,43600,12.3,43.197193302,64.92743,83704,48.140862508,374264,49.486725947,22.52862699,2021,87.128362532,26.10991172,4669.0,0.9718221665623044,0.9753704863285326,0.9812147777082028,0.9745355875600084,0.9732832394072218,0.1074,0.1608,0.071,0.51,0.69,1540.0,0
Brazos,,196.0,86.43576,55.0,19.4,4.9220247656,5375,11.078819359,33200,15.1,34.174423233,66.31444,54471,57.73401551,229211,49.642469166,12.063576784,2021,81.893164761,20.629899961,2732.0,0.9725910064239828,0.9837259100642398,0.9850107066381156,0.9700214132762311,0.9687366167023554,0.1055,0.1682,0.0691,0.65,0.81,1508.0,0
Brewster,,7.0,75.53685,13.0,19.8,,211,11.580680571,1410,15.2,,86.92818,48581,51.817413356,9203,49.049223079,34.867850953,2021,76.54109589,18.254916875,83.0,0.8918918918918919,0.918918918918919,0.9324324324324323,0.9054054054054054,0.8513513513513513,0.1166,0.1765,0.0789,0.66,0.84,1150.0,1
Briscoe,,0.0,0.0,30.0,24.6,,61,20.132013201,220,14.3,,64.68305,44259,58.980582524,1546,50.258732212,100.0,2021,70.930232558,19.534282018,10.0,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.1241,0.1883,0.0824,0.46,0.95,1546.0,1
Brooks,,,,40.0,44.4,,149,7.3003429691,1550,21.6,,28.19681,31410,81.18622449,7093,49.020160722,31.759656652,2021,60.70754717,27.491893416,97.0,0.98989898989899,0.98989898989899,0.98989898989899,0.98989898989899,0.98989898989899,0.0992,0.1603,0.0642,1.0,0.99,3547.0,1
Brown,,22.0,58.010760000000005,44.0,21.8,7.8459343795,850,9.8733883146,5590,14.8,44.611196504,79.23093,56040,62.861759953,37864,50.528206212,40.40046187,2021,75.848428066,21.579864779,431.0,0.9569620253164556,0.9569620253164556,0.9670886075949368,0.9645569620253164,0.9569620253164556,0.1278,0.1901,0.086,0.63,0.72,1262.0,0
Burleson,,7.0,38.06624,40.0,21.8,,559,13.146754468,2540,14.2,13.293232691,43.37689,61745,62.624821683,18443,50.637098086,76.65677547,2021,73.054331865,21.775199263,201.0,0.990990990990991,0.9864864864864864,0.9864864864864864,0.990990990990991,0.9864864864864864,0.1225,0.1864,0.0827,0.61,0.83,2305.0,0
Burnet,,21.0,44.17147,47.0,16.3,,1426,13.431289441,6400,14.0,54.484326387,62.29883,62827,62.722527105,48155,50.993666286,55.67251462,2021,78.605984591,21.065309937,499.0,0.954183266932271,0.9581673306772908,0.9661354581673308,0.9601593625498008,0.954183266932271,0.1264,0.1929,0.0847,0.53,0.7,1605.0,0
Caldwell,,12.0,27.74759,42.0,20.5,,1266,11.829564567,6020,14.6,41.477267721,48.09454,55301,72.300351582,43664,49.548827409,42.292334367,2021,69.762258544,23.24798461,633.0,0.9752650176678446,0.9681978798586572,0.9840989399293286,0.980565371024735,0.9646643109540636,0.124,0.188,0.0827,0.87,0.97,2079.0,0
Bexar,,1507.0,75.8793,40.0,22.4,6.2724667882,44973,8.540323132,271790,14.1,43.283748495,105.96171,58956,63.057328341,2003554,50.598286844,4.5390847652,2021,81.274823378,25.277082624,25569.0,0.9486607142857144,0.9612681878306878,0.9702794312169312,0.9522982804232804,0.9488260582010584,0.1005,0.1587,0.0641,0.83,0.87,944.0,0
Denton,,464.0,54.01227,53.0,7.1,4.1793258876,17611,7.8588258394,92570,11.5,38.71477225,67.85339,90910,33.383062029,887207,50.831880271,6.9058305439,2021,91.795444287,24.289032886,10782.0,0.939531008213308,0.942625877871682,0.951434353053208,0.9404832758005,0.93453160338055,0.0949,0.1412,0.0617,0.22,0.63,1474.0,0
Anderson,,19.0,32.72646,44.0,23.8,,1293,11.28370713,8800,15.2,42.574682123,60.62181,48461,62.569370646,57735,38.557201005,67.063532793,2021,67.943874798,19.017926734,561.0,0.9753086419753086,0.9753086419753086,0.9753086419753086,0.9753086419753086,0.9753086419753086,0.1398,0.2105,0.0948,0.79,0.95,1650.0,0
Dimmit,,4.0,38.80481,41.0,34.8,,298,9.7545008183,1960,18.3,,69.14263,40315,77.51239297,10124,51.274199921,39.475790316,2021,59.18043202,28.654681944,131.0,0.9848484848484848,0.9848484848484848,0.9924242424242424,0.9772727272727272,0.9772727272727272,0.107,0.1724,0.0705,1.0,0.99,1446.0,1
Hamilton,,8.0,94.29514,21.0,21.9,,285,14.683153014,1390,16.8,,82.73254,52505,52.23796034,8461,49.994090533,64.377128097,2021,72.432251589,21.735019501,88.0,0.9747899159663864,0.9747899159663864,0.9831932773109244,0.9747899159663864,0.9663865546218487,0.1264,0.1929,0.0847,0.61,0.78,1209.0,1
Hansford,,3.0,54.91488,41.0,16.8,,332,19.86834231,770,13.9,,55.56585,58703,58.627858628,5399,49.56473421,40.334936754,2021,75.734494015,29.69068346,69.0,0.9777777777777776,1.0,1.0,0.9888888888888888,0.9888888888888888,0.1241,0.1883,0.0824,0.76,0.83,1800.0,1
Hardeman,,5.0,127.48598,34.0,32.9,,149,17.146144994,640,16.2,,25.42588,40057,80.142857143,3933,49.504195271,100.0,2021,66.917293233,21.510297483,44.0,0.9607843137254902,1.0,1.0,0.9607843137254902,0.9607843137254902,0.1293,0.1898,0.087,0.73,0.96,3933.0,1
Hardin,,11.0,19.22842,45.0,16.2,5.2159399124,1302,8.8391038697,8800,15.6,55.512551643,52.08152,62616,47.505443529,57602,50.826360196,51.547542784,2021,81.33423834,24.396722336,694.0,0.951715374841169,0.9593392630241424,0.96569250317662,0.9567979669631512,0.9580686149936468,0.1338,0.1949,0.0899,0.25,0.81,1920.0,0
Harris,,2749.0,58.50655,47.0,21.3,6.1115510758,159305,12.314372269,682650,14.8,47.128118906,97.85024,61638,67.918119156,4713325,50.365336572,1.2132803285,2021,83.600520255,26.43314433,63132.0,0.922178795005134,0.9317511841277202,0.9414395018382962,0.9195289987082244,0.9152893246331688,0.1057,0.1669,0.0691,0.72,0.79,1022.0,0
Harrison,,20.0,29.97332,47.0,26.8,6.6619915849,1999,11.526264199,10550,15.8,38.999759777,60.10247,55171,53.231960818,66553,50.996949799,56.054303607,2021,68.096342092,24.921491142,803.0,0.9789227166276346,0.9765807962529274,0.981264637002342,0.9754098360655736,0.9754098360655736,0.1276,0.1901,0.0861,0.73,0.94,1664.0,0
Hartley,,,,33.0,8.3,,237,18.990384615,680,11.7,,,72796,58.033707865,5576,39.831420373,57.258330584,2021,83.075089392,20.87517934,67.0,0.8518518518518519,0.925925925925926,0.9629629629629628,0.8888888888888888,0.8888888888888888,0.1241,0.1883,0.0824,0.53,0.74,,1
Haskell,,3.0,51.60846,40.0,29.0,,167,14.649122807,1050,18.2,5.1782942604,17.67409,38613,75.512528474,5658,46.995404737,47.61824038,2021,63.513513514,16.896429834,45.0,0.9629629629629628,1.0,1.0,0.9629629629629628,0.9814814814814816,0.1278,0.1901,0.086,0.98,0.99,5658.0,0
Hays,,95.0,42.671510000000005,48.0,11.3,3.7878787879,5921,11.040668295,24660,12.1,35.030227758,62.12232,72890,47.700671071,230191,50.346451425,31.712145226,2021,84.835981862,22.856671199,2921.0,0.9648278415401704,0.9689004072565716,0.9696408737504628,0.9655683080340616,0.9592743428359868,0.1018,0.157,0.0664,0.49,0.73,1610.0,0
Hemphill,,4.0,104.57516,31.0,11.7,,232,18.58974359,550,13.5,,52.36973,71299,42.273730684,3819,50.117831893,26.95035461,2021,78.1201849,30.191149516,34.0,0.9846153846153848,0.9846153846153848,0.9846153846153848,0.9846153846153848,0.9846153846153848,0.1241,0.1883,0.0824,0.74,0.8,1910.0,1
