county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Other Primary Care Provider Ratio (str),Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,mmr_dose_variance,mmr_doses_0_24_months,mmr_doses_2_8_years,mmr_doses_9_17_years,live_births,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator
Angelina,,54.0,62.272960000000005,51.0,25.1,7.0544554455,3004,13.286744217,15090,17.3,42.495365935,103.69140999999999,964:1,49943,73.401819783,86796,,,2022,85.364065289,25.385962487,0.0,563.0,560.0,23.5,1082,0.125,0.1935,0.0836,0.98,Very High Vulnerability,0.89,Very High Concern,964,1
Aransas,,7.0,29.77456,47.0,30.8,,710,16.480965645,4450,18.2,,62.98816,1588:1,51461,64.733648011,23814,,,2022,85.086215589,18.035609305,0.0,167.0,178.0,15.0,197,0.1183,0.18,0.0772,0.8,Very High Vulnerability,0.85,Very High Concern,1588,1
Archer,,,,47.0,11.2,,320,16.46090535,1240,14.2,,,,69566,32.075471698,8730,,,2022,77.768289212,21.489117984,0.0,71.5,78.5,2.5,92,0.1293,0.1898,0.087,0.09,Very Low Vulnerability,0.8,Very High Concern,,
Armstrong,,0.0,0.0,39.0,12.4,,69,15.367483296,240,12.2,,0.0,1869:0,62256,36.858006042,1869,,,2022,85.277777778,22.311396469,0.0,22.5,20.0,5.0,20,0.1241,0.1883,0.0824,0.16,Very Low Vulnerability,0.56,Moderate Concern,1869,0
Atascosa,,9.0,17.59428,37.0,22.0,,1965,13.652469951,6140,12.4,82.92746359,50.266799999999996,1989:1,60594,65.960832313,51724,,,2022,82.66869224,26.94493852,0.0,436.0,614.0,20.0,666,0.1146,0.174,0.0756,0.85,Very High Vulnerability,0.95,Very High Concern,1989,1
Austin,,5.0,16.64891,44.0,18.0,,1136,15.256513564,4000,13.4,32.647534793,56.71959999999999,1763:1,60593,51.572099747,29972,,,2022,80.663843029,23.55198185,0.0,328.0,347.0,22.5,349,0.1114,0.1704,0.0738,0.49,Moderate Vulnerability,0.82,Very High Concern,1763,1
Bailey,,2.0,28.57143,37.0,23.3,,413,18.789808917,770,10.9,,104.52440999999999,957:1,48259,85.132237312,6697,,,2022,73.054474708,29.416156488,0.0,66.0,123.0,22.5,130,0.1143,0.1758,0.0766,0.8,Very High Vulnerability,0.96,Very High Concern,957,1
Bandera,,5.0,21.633779999999998,40.0,21.3,,588,15.245009074,3540,16.0,,58.67315,1704:1,64389,51.036070606,23861,,,2022,84.603886398,16.550018859,0.0,102.5,118.5,12.5,182,0.1146,0.174,0.0756,0.51,Moderate Vulnerability,0.77,High Concern,1704,1
Bastrop,,24.0,27.050480000000004,42.0,16.4,4.3982407037,3524,15.094016362,10230,12.1,44.881529314,43.66765,2290:1,74612,69.31923006,91601,,,2022,82.860199442,25.401469416,0.0,1040.0,1281.0,87.5,1429,0.124,0.188,0.0827,0.75,High Vulnerability,0.85,Very High Concern,2290,1
Baylor,,5.0,142.49074,29.0,21.8,,104,12.606060606,580,16.3,25.590992094,56.85048,1759:1,44392,59.930915371,3518,,,2022,78.593460827,22.797043775,0.0,33.5,37.5,0.0,48,0.1293,0.1898,0.087,0.16,Very Low Vulnerability,0.78,High Concern,1759,1
Bee,,7.0,21.49547,33.0,26.1,7.9904115062,681,9.8424627836,5400,16.6,47.317412578,64.58955,1548:1,46316,81.059212946,32513,,,2022,68.384515825,20.671731307,0.0,166.0,200.0,10.0,309,0.1183,0.18,0.0772,0.97,Very High Vulnerability,0.99,Very High Concern,1548,1
Bell,,280.0,77.15114,36.0,21.4,6.5978802555,10103,9.8867762044,52720,15.1,43.960578608,186.25296,537:1,53639,57.983467788,369927,,,2022,88.011642425,27.429465814,0.0,3514.0,4120.0,164.0,6092,0.1244,0.1993,0.0815,0.81,Very High Vulnerability,0.83,Very High Concern,537,1
Bexar,,1531.0,76.41421,39.0,20.5,6.1205886183,49744,9.5222781185,270950,13.9,44.347527864,116.88243,856:1,60477,62.528289072,2026823,,,2022,84.235937328,25.065484258,0.0,14236.0,17848.0,2256.0,26609,0.1005,0.1587,0.0641,0.83,Very High Vulnerability,0.87,Very High Concern,856,1
Blanco,,5.0,41.90764,46.0,14.6,,471,20.924033763,1500,13.1,,40.75312,2454:1,66383,44.278903456,12269,,,2022,87.824222937,17.230418127,0.0,43.5,62.5,2.5,99,0.1008,0.1475,0.0669,0.28,Low Vulnerability,0.68,High Concern,2454,1
Borden,,0.0,0.0,37.0,8.5,,16,11.510791367,80,13.2,,0.0,706:0,69499,30.917874396,706,,,2022,81.614349776,20.254957507,0.0,7.5,15.0,0.0,,0.1235,0.1873,0.0822,0.06,Very Low Vulnerability,0.72,High Concern,706,0
Bosque,,10.0,53.51887000000001,33.0,19.2,,639,15.781674488,3010,16.5,31.720917319,37.62834,2658:1,58056,65.567911041,18603,,,2022,74.803583735,20.722464119,0.0,118.5,148.5,2.5,179,0.1248,0.188,0.085,0.62,High Vulnerability,0.89,Very High Concern,2658,1
Bowie,,67.0,71.85372,44.0,23.4,9.200968523,2073,9.2153811958,15100,16.2,47.805947013,186.13408,537:1,50326,62.107033961,93481,,,2022,73.117871832,23.532054642,0.0,515.0,635.0,23.5,995,0.1356,0.2056,0.0926,0.85,Very High Vulnerability,0.86,Very High Concern,537,1
Brazoria,,240.0,64.12586,44.0,10.0,4.6175704475,10494,10.229765166,41090,11.4,46.79054136,68.59071,1458:1,83576,47.46164688,380518,,,2022,90.025285061,25.916776605,0.0,3762.0,4380.0,236.0,4827,0.1074,0.1608,0.071,0.51,Moderate Vulnerability,0.69,High Concern,1458,1
Brazos,,195.0,85.07445,54.0,19.5,5.0300767476,5607,11.466726655,34500,15.5,38.329016679,71.38096,1401:1,53570,58.681626928,232555,,,2022,82.959982334,20.583947883,0.0,1881.0,2420.0,146.0,2752,0.1055,0.1682,0.0691,0.65,High Vulnerability,0.81,Very High Concern,1401,1
Brewster,,8.0,86.92818,15.0,16.6,,249,14.196123147,1440,15.6,,97.43423,1026:1,48537,54.913294798,9237,,,2022,75.139794967,18.350113673,0.0,35.5,74.5,7.5,72,0.1166,0.1765,0.0789,0.66,High Vulnerability,0.84,Very High Concern,1026,1
Briscoe,,1.0,64.68305,32.0,22.8,,64,20.578778135,230,15.8,,67.2495,1487:1,50062,55.989583333,1487,,,2022,70.068027211,20.712844654,0.0,22.5,22.5,2.5,13,0.1241,0.1883,0.0824,0.46,Moderate Vulnerability,0.95,Very High Concern,1487,1
Brooks,,,,38.0,45.0,,164,8.4318766067,1570,22.0,,28.71913,3482:1,33513,84.130146082,6964,,,2022,64.202020202,27.800114877,0.0,59.5,89.5,10.0,102,0.0992,0.1603,0.0642,1.0,Very High Vulnerability,0.99,Very High Concern,3482,1
Brown,,22.0,58.10267999999999,40.0,22.3,7.5839653304,1116,13.397358944,5670,15.0,44.298342625,87.689,1140:1,48752,62.399270184,37633,,,2022,78.534282195,20.939069434,0.0,318.0,402.0,22.5,374,0.1278,0.1901,0.086,0.63,High Vulnerability,0.72,High Concern,1140,1
Burleson,,8.0,43.376889999999996,43.0,19.9,,617,14.732569245,2470,13.7,27.199626601,37.80923,2645:1,64836,62.825144509,18514,,,2022,76.367046602,21.556659825,0.0,162.0,188.0,12.5,210,0.1225,0.1864,0.0827,0.61,High Vulnerability,0.83,Very High Concern,2645,1
Burnet,,19.0,39.45592,45.0,16.4,,1480,13.971490607,6430,13.8,68.921883489,66.46124,1505:1,63813,62.825572218,49653,,,2022,83.945006903,20.687571748,0.0,361.0,430.0,22.5,594,0.1264,0.1929,0.0847,0.53,Moderate Vulnerability,0.7,High Concern,1505,1
Caldwell,,12.0,27.482590000000002,41.0,18.6,5.6038105912,1591,15.162489279,6230,14.8,42.916038319,47.75006,2094:1,66128,72.841949048,43979,,,2022,77.217946856,22.817708452,0.0,459.0,556.0,39.0,659,0.124,0.188,0.0827,0.87,Very High Vulnerability,0.97,Very High Concern,2094,1
Calhoun,,11.0,51.66745,33.0,21.4,,730,13.888888889,3050,14.1,42.275863047,76.18685,1313:1,58470,61.276041667,21001,,,2022,79.444375234,23.775058331,0.0,189.0,231.0,22.5,228,0.1065,0.1663,0.0699,0.86,Very High Vulnerability,0.88,Very High Concern,1313,1
Callahan,,1.0,7.17206,40.0,19.0,,370,11.649874055,2080,15.0,,56.697379999999995,1764:1,54862,53.922345483,14110,,,2022,76.265822785,21.176470588,0.0,121.0,140.0,10.0,155,0.1278,0.1901,0.086,0.3,Low Vulnerability,0.8,High Concern,1764,1
Cameron,,210.0,49.626270000000005,41.0,34.6,5.0383674846,17765,13.850015982,73730,17.5,78.355916189,82.27638999999999,1215:1,44440,85.376196594,424180,,,2022,63.020603617,29.513649866,0.0,4667.0,6652.0,5825.0,6112,0.105,0.1701,0.0683,0.98,Very High Vulnerability,0.98,Very High Concern,1215,1
Camp,,11.0,84.00794,35.0,24.8,,500,14.302059497,2080,16.2,30.709870992,38.28484,2612:1,43130,77.017615731,13060,,,2022,75.538116592,26.003062787,0.0,136.0,166.5,5.0,163,0.1285,0.1874,0.0874,0.9,Very High Vulnerability,0.98,Very High Concern,2612,1
Carson,,,,48.0,10.7,,194,13.25136612,730,12.2,,187.90571,532:1,66597,33.164983165,5854,,,2022,78.559176672,23.009907755,0.0,41.5,58.5,7.5,60,0.1241,0.1883,0.0824,0.03,Very Low Vulnerability,0.6,High Concern,532,1
Cass,,7.0,23.31313,35.0,25.6,,707,10.327198364,5270,17.5,36.636058161,56.896150000000006,1758:1,50595,62.876737051,29879,,,2022,75.4138104,22.206231802,0.0,176.0,199.5,12.5,293,0.1356,0.2056,0.0926,0.78,High Vulnerability,0.98,Very High Concern,1758,1
Castro,,1.0,13.280209999999999,28.0,20.4,,439,19.792605951,900,11.8,,54.08329,1849:1,55139,65.521327014,7396,,,2022,73.48455221,28.637101136,0.0,89.0,84.5,5.0,110,0.1241,0.1883,0.0824,0.78,High Vulnerability,0.99,Very High Concern,1849,1
Chambers,,5.0,11.405890000000001,34.0,11.0,,1560,12.181789786,5300,12.8,12.562612314,52.64312,1900:1,89991,36.765153823,45590,,,2022,85.896537221,28.194779557,0.0,525.0,644.0,28.0,675,0.1377,0.2028,0.0929,0.41,Moderate Vulnerability,0.79,High Concern,1900,1
Cherokee,,22.0,41.78855,42.0,24.4,8.3349486335,1875,13.786764706,7840,15.0,36.356376801,49.172579999999996,2034:1,45894,65.896836808,52875,,,2022,78.82416397,25.172576832,0.0,528.0,640.0,17.5,679,0.1282,0.1918,0.0871,0.92,Very High Vulnerability,0.94,Very High Concern,2034,1
Childress,,10.0,136.8738,25.0,24.1,,220,15.30967293,1170,16.1,,125.99748,794:1,45473,54.311926606,7143,,,2022,77.59965338,18.493630127,0.0,43.5,47.0,0.0,72,0.1241,0.1883,0.0824,0.75,High Vulnerability,0.92,Very High Concern,794,1
Clay,,4.0,38.200739999999996,47.0,14.6,,314,14.403669725,1610,15.5,,18.957349999999998,5275:1,62763,47.136829415,10550,,,2022,79.129598461,19.383886256,0.0,74.5,101.5,0.0,91,0.1293,0.1898,0.087,0.32,Low Vulnerability,0.68,High Concern,5275,1
Cochran,,2.0,70.10165,22.0,29.4,,144,18.997361478,490,16.9,,69.03693,1449:1,44584,68.398876404,2897,,,2022,71.832358674,26.855367622,0.0,27.5,40.5,2.5,52,0.1143,0.1758,0.0766,0.86,Very High Vulnerability,0.99,Very High Concern,1449,1
Coke,,,,51.0,18.0,,121,16.133333333,510,15.5,,0.0,3323:0,51050,52.6,3323,,,2022,73.476923077,20.58380981,0.0,15.0,25.0,2.5,35,0.1235,0.1873,0.0822,0.62,High Vulnerability,0.91,Very High Concern,3323,0
Coleman,,5.0,61.162079999999996,26.0,28.1,,309,17.913043478,1340,16.1,22.872433266,37.03704,2700:1,43623,70.716009654,8100,,,2022,76.030927835,20.592592593,0.0,62.5,79.5,0.0,85,0.1278,0.1901,0.086,0.42,Moderate Vulnerability,0.94,Very High Concern,2700,1
Collin,,1044.0,100.89589,56.0,6.7,4.3124346118,24796,8.7766305752,107700,11.1,31.384781793,80.03216,1249:1,101560,25.903504667,1072069,,,2022,94.228141593,25.333257468,0.0,6646.0,8567.0,1020.0,12808,0.083,0.1234,0.0542,0.15,Very Low Vulnerability,0.49,Moderate Concern,1249,1
Collingsworth,,1.0,34.24658,14.0,25.5,,173,23.035952064,460,15.4,,139.03372,719:1,47885,64.385964912,2877,,,2022,67.444120505,25.929787974,0.0,25.0,37.0,0.0,27,0.1241,0.1883,0.0824,0.89,Very High Vulnerability,0.98,Very High Concern,719,1
Colorado,,10.0,46.52678,36.0,18.4,,932,18.199570396,2480,11.7,23.78858233,32.39241,3087:1,52726,66.535874439,21610,,,2022,73.327062618,23.493752892,0.0,208.0,238.0,17.5,258,0.1114,0.1704,0.0738,0.68,High Vulnerability,0.93,Very High Concern,3087,1
Comal,,104.0,66.57746999999999,46.0,9.4,5.9625982474,4309,11.661389408,17230,12.2,51.448206932,74.63049000000001,1340:1,79290,33.643587668,164812,,,2022,91.378741802,22.234424678,0.0,1249.0,1340.0,60.5,1912,0.0937,0.1369,0.0619,0.24,Low Vulnerability,0.64,High Concern,1340,1
Comanche,,7.0,51.33847,27.0,24.0,,525,16.940948693,1910,14.1,57.889102564,50.90909,1964:1,47282,66.719745223,13750,,,2022,75.092319055,22.305454545,0.0,162.0,163.0,7.5,176,0.1278,0.1901,0.086,0.73,High Vulnerability,0.92,Very High Concern,1964,1
Concho,,1.0,36.68379,46.0,20.9,,83,16.147859922,420,13.0,,70.74637,1414:1,47412,68.764044944,2827,,,2022,73.97260274,18.040325433,0.0,20.0,25.0,0.0,13,0.1235,0.1873,0.0822,0.43,Moderate Vulnerability,0.96,Very High Concern,1414,1
Cooke,,12.0,29.08597,43.0,16.1,,1517,15.369807497,5880,14.7,60.852143308,86.97123,1150:1,66323,54.986914801,41393,,,2022,77.656149388,23.472567825,0.0,419.0,566.0,20.0,491,0.1317,0.1945,0.0881,0.62,High Vulnerability,0.85,Very High Concern,1150,1
Coryell,,14.0,18.432940000000002,29.0,16.8,7.1075401731,1551,8.8572897036,12230,16.3,35.700258261,56.03554999999999,1785:1,58398,55.780842814,76737,,,2022,87.493280774,22.306058355,0.0,582.0,675.0,27.5,974,0.1264,0.1929,0.0847,0.78,High Vulnerability,0.82,Very High Concern,1785,1
Cottle,,0.0,0.0,19.0,31.7,,53,15.915915916,380,23.1,,0.0,1363:0,44430,68.0,1363,,,2022,68.421052632,21.790168745,0.0,15.0,15.0,0.0,,0.1293,0.1898,0.087,0.94,Very High Vulnerability,1.0,Very High Concern,1363,0
Crane,,1.0,20.84636,12.0,12.9,,224,15.352981494,400,8.3,,20.98636,4765:1,67547,43.441226576,4765,,,2022,72.266666667,28.625393494,0.0,48.0,68.0,7.5,71,0.1166,0.1765,0.0789,0.47,Moderate Vulnerability,0.93,Very High Concern,4765,1
Crockett,,1.0,28.868360000000003,24.0,17.7,,134,15.056179775,430,12.4,,0.0,3513:0,54458,46.7324291,3513,,,2022,66.857962697,25.277540564,0.0,29.5,39.0,7.5,32,0.1235,0.1873,0.0822,0.69,High Vulnerability,0.9,Very High Concern,3513,0
Crosby,,2.0,34.86143,45.0,30.3,,200,13.157894737,970,16.6,1.9528269164,53.88898999999999,1856:1,42804,81.474480151,5567,,,2022,78.690080683,25.597269625,0.0,38.0,76.5,0.0,71,0.1143,0.1758,0.0766,0.94,Very High Vulnerability,0.99,Very High Concern,1856,1
Culberson,,1.0,46.06172,16.0,29.4,,86,17.234468938,420,19.0,,93.06654,1075:1,47479,78.497409326,2149,,,2022,54.790419162,22.801302932,0.0,20.0,24.5,2.5,32,0.1166,0.1765,0.0789,1.0,Very High Vulnerability,1.0,Very High Concern,1075,1
Dallam,,5.0,68.61534,29.0,16.0,,634,26.616288833,940,12.9,,151.24433,661:1,55253,72.084130019,7273,,,2022,76.791808874,32.655025437,0.0,77.5,143.0,12.5,142,0.1241,0.1883,0.0824,0.55,Moderate Vulnerability,0.92,Very High Concern,661,1
Dallas,,1863.0,70.68824,51.0,20.1,6.3617250733,109538,15.722044563,364840,14.0,51.204936365,124.62593000000001,802:1,65770,73.320643047,2635888,,,2022,84.90331883,25.562770497,0.0,19697.0,30499.0,4266.0,37228,0.1078,0.1697,0.0704,0.75,High Vulnerability,0.83,Very High Concern,802,1
Dawson,,5.0,39.28347,31.0,24.4,,444,13.265610995,2370,18.5,20.624120279,53.95406,1853:1,47233,66.666666667,12974,,,2022,77.404063205,25.450901804,0.0,112.5,136.0,7.5,154,0.1235,0.1873,0.0822,0.95,Very High Vulnerability,1.0,Very High Concern,1853,1
DeWitt,,11.0,54.56349,34.0,27.6,,649,13.956989247,3010,14.8,33.345890873,59.4825,1681:1,53899,66.063853539,20174,,,2022,67.888025795,22.474472093,0.0,176.0,224.0,15.0,213,0.1134,0.1709,0.0762,0.82,Very High Vulnerability,0.97,Very High Concern,1681,1
Deaf Smith,,2.0,10.783999999999999,37.0,22.6,,830,14.207463198,2380,12.7,,114.89851,870:1,51412,80.3870043,18277,,,2022,79.035189162,30.967883132,0.0,257.0,307.0,26.0,313,0.1241,0.1883,0.0824,0.84,Very High Vulnerability,0.9,Very High Concern,870,1
Delta,,1.0,18.758210000000002,44.0,21.5,,165,12.790697674,950,18.1,61.653200746,56.085249999999995,1783:1,50456,60.397196262,5349,,,2022,69.554695063,23.06973266,0.0,30.0,39.0,0.0,81,0.1283,0.1937,0.0866,0.57,Moderate Vulnerability,0.85,Very High Concern,1783,1
Denton,,479.0,53.98966,54.0,7.6,4.2977309677,22582,9.9096885175,93820,11.3,40.090277784,73.09719,1368:1,90880,32.847341868,919324,,,2022,93.371592062,23.866667247,0.0,6672.0,8087.0,686.0,11506,0.0949,0.1412,0.0617,0.22,Low Vulnerability,0.63,High Concern,1368,1
Dickens,,1.0,45.2284,31.0,27.7,,69,16.428571429,400,18.1,,46.72897,2140:1,42034,68.695652174,2140,,,2022,82.694541231,17.056074766,0.0,25.0,25.0,0.0,18,0.1143,0.1758,0.0766,0.88,Very High Vulnerability,0.93,Very High Concern,2140,1
Dimmit,,4.0,39.51008,39.0,34.4,,323,10.964019009,2100,20.1,,80.60453,1241:1,42788,74.683544304,9925,,,2022,65.261170548,28.141057935,0.0,95.0,154.0,308.5,116,0.107,0.1724,0.0705,1.0,Very High Vulnerability,0.99,Very High Concern,1241,1
Donley,,,,19.0,24.8,,107,16.31097561,520,15.6,50.436046512,120.91897999999999,827:1,57526,54.320987654,3308,,,2022,67.038690476,19.92140266,0.0,27.5,28.5,0.0,18,0.1241,0.1883,0.0824,0.45,Moderate Vulnerability,0.82,Very High Concern,827,1
Duval,,,,36.0,32.1,,337,11.697327317,1930,17.2,,45.21613,2212:1,40601,79.765949415,11058,,,2022,65.688288817,26.035449448,0.0,83.0,135.0,0.0,144,0.1146,0.1867,0.0742,1.0,Very High Vulnerability,1.0,Very High Concern,2212,1
Eastland,,5.0,27.233120000000003,37.0,23.2,,603,15.204236006,3260,17.8,47.508972565,54.38329,1839:1,50317,61.843515541,18388,,,2022,72.338606242,21.051772895,0.0,178.0,202.5,12.5,204,0.1278,0.1901,0.086,0.81,Very High Vulnerability,0.98,Very High Concern,1839,1
Ector,,99.0,59.558539999999994,40.0,17.9,5.5278348498,8046,15.456431535,18420,11.5,39.488149644,93.0227,1075:1,62669,52.722920407,167701,,,2022,84.131189135,30.531123845,0.0,2213.0,2775.0,312.0,3015,0.1113,0.171,0.0731,0.79,High Vulnerability,0.88,Very High Concern,1075,1
Edwards,,1.0,51.759829999999994,30.0,31.8,,81,18.75,250,13.1,,0.0,1923:0,45330,65.700483092,1923,,,2022,48.284625159,22.256890276,0.0,25.0,22.5,5.0,20,0.107,0.1724,0.0705,0.44,Moderate Vulnerability,0.92,Very High Concern,1923,0
El Paso,,419.0,49.92624,31.0,22.7,4.4294285811,27003,11.734567499,121760,14.6,51.955968232,89.74356,1114:1,48522,75.909332025,841286,,,2022,82.664747024,26.530930029,0.0,6573.0,9411.0,6844.0,11597,0.0965,0.1577,0.0608,0.95,Very High Vulnerability,0.96,Very High Concern,1114,1
Ellis,,76.0,41.11976,52.0,11.1,5.8931377685,6519,12.748357322,20050,11.5,35.942945446,65.18565,1534:1,79849,48.252319109,191760,,,2022,90.065489318,26.35951189,0.0,2003.0,2257.0,71.5,2820,0.1147,0.169,0.0766,0.39,Low Vulnerability,0.7,High Concern,1534,1
Erath,,24.0,56.20872,48.0,15.5,6.160164271,1483,16.321813779,6200,14.8,79.694197952,55.52471,1801:1,61453,53.559711286,43224,,,2022,86.678819323,20.870349806,0.0,365.0,453.0,22.5,520,0.1134,0.1689,0.0762,0.63,High Vulnerability,0.87,Very High Concern,1801,1
Falls,,2.0,11.5627,35.0,25.2,,478,13.003264418,3310,19.1,46.098823333,57.887119999999996,1728:1,44590,75.195822454,17275,,,2022,68.083573487,21.105643994,0.0,141.0,195.0,7.5,185,0.1248,0.188,0.085,0.98,Very High Vulnerability,0.99,Very High Concern,1728,1
Fannin,,7.0,19.710539999999998,43.0,17.5,,1110,14.212548015,5100,14.8,40.200701224,47.336619999999996,2113:1,59746,56.998043749,35913,,,2022,74.699378581,21.184529279,0.0,297.0,318.0,22.5,371,0.1317,0.1945,0.0881,0.58,Moderate Vulnerability,0.86,Very High Concern,2113,1
Fayette,,8.0,31.56317,47.0,14.4,,894,16.919000757,3350,13.3,22.112172227,58.71531,1703:1,63713,47.517730496,25547,,,2022,65.393556958,20.178494539,0.0,185.5,209.0,12.5,242,0.124,0.188,0.0827,0.44,Moderate Vulnerability,0.84,Very High Concern,1703,1
Fisher,,1.0,26.109659999999998,10.0,17.6,,143,16.686114352,600,15.6,18.079693759,105.70824999999999,946:1,52828,55.635062612,3784,,,2022,75.596658711,21.405919662,0.0,31.0,45.5,0.0,31,0.1278,0.1901,0.086,0.43,Moderate Vulnerability,0.91,Very High Concern,946,1
Floyd,,3.0,52.52101,34.0,29.5,,242,15.633074935,760,13.0,43.037974684,88.15233,1134:1,44256,77.01048951,5672,,,2022,73.580586081,25.81100141,0.0,45.0,71.0,0.0,63,0.1143,0.1758,0.0766,0.83,Very High Vulnerability,0.97,Very High Concern,1134,1
Foard,,0.0,0.0,33.0,29.9,,44,18.181818182,180,14.4,,88.10573,1135:1,40955,77.391304348,1135,,,2022,68.958742633,18.766519824,0.0,15.0,17.5,0.0,,0.1293,0.1898,0.087,0.48,Moderate Vulnerability,0.93,Very High Concern,1135,1
Fort Bend,,688.0,84.76163,50.0,9.4,4.1503001556,22621,9.6381794787,72370,9.5,47.06376717,77.52713,1290:1,97210,37.955971875,839706,,,2022,93.851364685,27.058399011,0.0,7767.0,9422.0,1005.0,9587,0.0795,0.1228,0.0524,0.29,Low Vulnerability,0.54,Moderate Concern,1290,1
Franklin,,3.0,27.97203,43.0,20.4,,361,13.954387321,1520,14.1,67.750839768,27.723869999999998,3607:1,58927,59.949302915,10821,,,2022,84.393939394,22.964605859,0.0,83.0,107.5,12.5,103,0.1283,0.1937,0.0866,0.53,Moderate Vulnerability,0.79,High Concern,3607,1
Freestone,,6.0,30.43059,37.0,16.7,,666,14.409346603,3430,17.4,22.623845474,45.2853,2208:1,54502,59.107192064,19874,,,2022,68.467933492,22.59233169,0.0,147.0,201.0,2.5,212,0.1248,0.188,0.085,0.84,Very High Vulnerability,0.97,Very High Concern,2208,1
Frio,,4.0,19.69861,34.0,28.8,,596,12.319140141,3000,15.1,,78.51219,1274:1,47007,80.837563452,20379,,,2022,65.268564092,22.694931056,0.0,140.0,151.0,5.0,209,0.1146,0.174,0.0756,0.99,Very High Vulnerability,0.99,Very High Concern,1274,1
Gaines,,2.0,9.30579,27.0,19.8,,2294,28.721672718,2720,13.1,52.94243756,22.73141,4399:1,63528,56.761803148,21996,,,2022,80.333446751,36.406619385,0.0,191.0,254.0,35.0,467,0.1166,0.1765,0.0789,0.68,High Vulnerability,0.99,Very High Concern,4399,1
Galveston,,261.0,76.28478,47.0,14.1,4.7870295957,9688,11.262366166,46810,14.1,48.013386483,102.00267000000001,980:1,78465,47.353076326,345089,,,2022,88.811859046,23.905137515,0.0,2954.0,3872.0,214.0,3881,0.1049,0.1574,0.0689,0.58,Moderate Vulnerability,0.73,High Concern,980,1
Garza,,1.0,16.053939999999997,35.0,23.4,,148,14.41090555,940,15.5,38.598698163,16.072,6222:1,50934,68.008474576,6222,,,2022,82.545242265,16.200578592,0.0,31.0,35.5,2.5,55,0.1143,0.1758,0.0766,0.72,High Vulnerability,0.96,Very High Concern,6222,1
Gillespie,,33.0,122.27657,54.0,15.2,,1168,20.890717224,3500,13.2,,63.05638,1586:1,64365,50.82010582,26960,,,2022,83.14232902,19.56231454,0.0,156.0,250.0,25.0,248,0.1008,0.1475,0.0669,0.36,Low Vulnerability,0.61,High Concern,1586,1
Glasscock,,0.0,0.0,42.0,9.9,,70,18.469656992,170,11.3,,0.0,1439:0,85001,32.679738562,1439,,,2022,85.747126437,24.878387769,0.0,17.5,27.5,0.0,17,0.1235,0.1873,0.0822,0.18,Very Low Vulnerability,0.81,Very High Concern,1439,0
Goliad,,,,42.0,20.8,,226,13.688673531,1020,13.5,25.614202223,13.11303,7626:1,54970,51.023502654,7626,,,2022,67.746478873,20.194072908,0.0,41.5,49.0,0.0,75,0.1134,0.1709,0.0762,0.58,Moderate Vulnerability,0.97,Very High Concern,7626,1
Gonzales,,8.0,38.39324,37.0,22.3,,888,15.56802244,2850,13.8,32.867319504,62.058429999999994,1611:1,55363,75.817757009,20948,,,2022,77.213663764,26.689898797,0.0,205.0,216.0,10.0,298,0.1134,0.1709,0.0762,0.9,Very High Vulnerability,0.98,Very High Concern,1611,1
Gray,,10.0,45.69131,45.0,18.0,,833,14.588441331,3520,15.7,74.1690297,55.406780000000005,1805:1,54141,58.462694041,21658,,,2022,76.794593905,24.859174439,0.0,172.0,230.0,12.5,240,0.1241,0.1883,0.0824,0.84,Very High Vulnerability,0.95,Very High Concern,1805,1
Grayson,,62.0,45.51728,51.0,20.8,6.3785823376,4853,14.536033068,20780,15.9,43.363208633,93.26335,1072:1,59554,54.843292938,138318,,,2022,78.987167271,23.642620628,0.0,1258.0,1691.0,88.5,1687,0.1317,0.1945,0.0881,0.66,High Vulnerability,0.79,High Concern,1072,1
Gregg,,107.0,86.32861,49.0,26.3,7.5115870225,4496,13.850040047,20510,16.6,34.926050453,160.993,621:1,51394,62.659967769,124229,,,2022,83.152856586,25.553614695,0.0,984.0,1165.0,59.5,1735,0.1265,0.1924,0.0851,0.88,Very High Vulnerability,0.79,High Concern,621,1
Grimes,,8.0,27.700830000000003,49.0,20.6,,1084,16.386999244,4210,15.0,43.89797853,33.76781,2961:1,57795,64.20552677,29614,,,2022,77.460351944,21.895049639,0.0,293.0,287.0,15.0,359,0.1225,0.1864,0.0827,0.86,Very High Vulnerability,0.9,Very High Concern,2961,1
Guadalupe,,50.0,29.96758,36.0,10.7,5.3183169091,4794,11.037690236,17550,11.0,45.784990773,42.20201,2370:1,78909,42.122515156,170608,,,2022,88.87991384,24.487714527,0.0,1444.0,1594.0,63.5,2099,0.1024,0.1543,0.0667,0.43,Moderate Vulnerability,0.77,High Concern,2370,1
