county_name,% Low Birthweight,# Primary Care Physicians,Primary Care Physicians Rate,% Vaccinated Flu,% Children in Poverty,Infant Mortality Rate,# Uninsured Children,% Uninsured Children,# Food Insecure,% Food Insecure,Segregation index_b,Other Primary Care Provider Rate,Other Primary Care Provider Ratio (str),Median Household Income,% Enrolled in Free or Reduced Lunch,Population,% Female,% Rural,year,% Broadband Access,% Less Than 18 Years of Age,mmr_dose_variance,mmr_doses_0_24_months,mmr_doses_2_8_years,mmr_doses_9_17_years,live_births,Estimated hesitant,Estimated hesitant or unsure,Estimated strongly hesitant,Social Vulnerability Index (SVI),SVI Category,CVAC level of concern for vaccination rollout,CVAC Level Of Concern,other_pc_provider_ratio_numerator,other_pc_provider_ratio_denominator
Franklin,7.0603337612,3.0,27.86291,49.0,23.9,,343,12.78896346,1800,17.0,67.527341819,18.577,5383:1,48222,54.523076923,10766,50.306520528,69.12776992,2020,,,0.0,70.5,77.5,7.5,122,0.1283,0.1937,0.0866,0.53,Moderate Vulnerability,0.79,High Concern,5383,1
Freestone,8.1686429513,6.0,30.573249999999998,37.0,19.3,,616,13.190578158,3820,19.4,23.238191236,55.533120000000004,1801:1,49317,54.266487214,19808,48.096728595,66.476584578,2020,,,0.0,136.0,159.5,7.5,166,0.1248,0.188,0.085,0.84,Very High Vulnerability,0.97,Very High Concern,1801,1
Frio,10.49382716,4.0,20.40816,35.0,33.9,,504,10.601598654,1680,8.8,56.040756914,60.557129999999994,1651:1,41038,75.711226675,19816,40.689341946,22.181564733,2020,,,0.0,141.0,164.0,5.0,225,0.1146,0.174,0.0756,0.99,Very High Vulnerability,0.99,Very High Concern,1651,1
Gaines,5.806010929,5.0,24.227149999999998,31.0,22.0,,2038,26.682377586,2070,10.4,56.763308927,19.13784,5225:1,56321,55.731775181,20901,49.294292139,63.043478261,2020,,,0.0,204.0,248.0,12.5,470,0.1166,0.1765,0.0789,0.68,High Vulnerability,0.99,Very High Concern,5225,1
Galveston,8.540460387,245.0,73.12647,44.0,16.6,4.8056832428,6352,7.3784964223,53270,16.6,43.736549665,88.78629,1126:1,71959,46.062483038,337890,50.832519459,6.1498271595,2020,,,0.0,3054.0,2914.0,69.0,3888,0.1049,0.1574,0.0689,0.58,Moderate Vulnerability,0.73,High Concern,1126,1
Garza,9.4562647754,1.0,15.31863,33.0,26.4,,154,13.774597496,710,10.5,,,,46490,75.274177468,6578,33.794466403,22.334004024,2020,,,0.0,33.5,49.0,5.0,48,0.1143,0.1758,0.0766,0.72,High Vulnerability,0.96,Very High Concern,,
Gillespie,7.4200913242,31.0,116.34016000000001,51.0,15.7,,1009,17.814265537,3380,13.0,,55.961800000000004,1787:1,61433,48.050248626,26804,51.298313685,53.653822925,2020,,,0.0,149.0,146.5,15.0,263,0.1008,0.1475,0.0669,0.36,Low Vulnerability,0.61,High Concern,1787,1
Glasscock,,0.0,0.0,43.0,13.3,,72,19.512195122,150,10.2,,0.0,1388:0,83330,36.102236422,1388,44.884726225,100.0,2020,,,0.0,22.5,22.5,0.0,18,0.1235,0.1873,0.0822,0.18,Very Low Vulnerability,0.81,Very High Concern,1388,0
Goliad,6.6929133858,,,38.0,22.6,,194,11.533888228,1000,13.3,9.2780697563,13.18565,7584:1,55008,53.765846383,7584,50.474683544,100.0,2020,,,0.0,57.0,77.5,5.0,52,0.1134,0.1709,0.0762,0.58,Moderate Vulnerability,0.97,Very High Concern,7584,1
Gonzales,8.6348287506,8.0,38.29034,39.0,25.3,,842,14.427690199,2520,12.3,37.569345181,52.81859,1893:1,49829,78.431372549,20826,49.50062422,65.279951532,2020,,,0.0,181.0,173.0,7.5,290,0.1134,0.1709,0.0762,0.9,Very High Vulnerability,0.98,Very High Concern,1893,1
Gray,6.6788655078,9.0,40.1714,45.0,21.9,,773,13.081739719,3470,15.1,76.775759576,63.941539999999996,1564:1,49121,60.178527151,21895,46.951358758,19.387619259,2020,,,0.0,191.0,234.5,0.0,268,0.1241,0.1883,0.0824,0.84,Very High Vulnerability,0.95,Very High Concern,1564,1
Grayson,7.7920891568,62.0,47.277719999999995,50.0,16.6,6.468305304,3866,11.914080557,21380,17.0,49.616861019,74.63188,1340:1,51403,53.677607836,133991,51.214633819,43.150475277,2020,,,0.0,1294.0,1254.0,17.5,1586,0.1317,0.1945,0.0881,0.66,High Vulnerability,0.79,High Concern,1340,1
Gregg,7.9222011385,107.0,86.73308,48.0,20.9,7.5084278272,3764,11.507536152,24920,20.2,29.629653129,134.9964,741:1,50610,59.709385422,123707,51.407761889,13.36235932,2020,,,0.0,989.0,1062.0,22.5,1574,0.1265,0.1924,0.0851,0.88,Very High Vulnerability,0.79,High Concern,741,1
Grimes,9.1192170819,6.0,21.366,47.0,25.3,,888,13.571756075,4810,17.6,32.246160684,38.787020000000005,2578:1,49498,66.841644794,28360,45.585331453,68.903172455,2020,,,0.0,246.0,267.0,10.0,347,0.1225,0.1864,0.0827,0.86,Very High Vulnerability,0.9,Very High Concern,2578,1
Guadalupe,7.9980919065,56.0,35.07475,39.0,12.0,5.5054655709,3565,8.2467787828,17330,11.5,40.498684741,32.37748,3089:1,73864,40.711264071,163694,50.506432734,26.16225586,2020,,,0.0,1556.0,1513.0,17.5,1905,0.1024,0.1543,0.0667,0.43,Moderate Vulnerability,0.77,High Concern,3089,1
Hale,9.6685922773,10.0,29.2963,39.0,26.2,,1204,12.527312454,4510,13.1,38.311899757,62.07508000000001,1611:1,42782,73.134942403,33830,47.803724505,23.099826317,2020,,,0.0,348.0,300.5,5.0,432,0.1143,0.1758,0.0766,0.93,Very High Vulnerability,0.97,Very High Concern,1611,1
Hall,13.089005236,1.0,32.56268,25.0,38.8,,92,12.568306011,570,18.4,,33.0251,3028:1,32597,71.769383698,3028,50.495376486,100.0,2020,,,0.0,22.5,17.5,2.5,24,0.1241,0.1883,0.0824,0.95,Very High Vulnerability,1.0,Very High Concern,3028,1
Hamilton,5.9390048154,8.0,94.98931,19.0,23.4,,304,16.033755274,1350,16.4,,82.50825,1212:1,49210,53.117913832,8484,50.282885431,64.377128097,2020,,,0.0,44.5,60.0,5.0,72,0.1264,0.1929,0.0847,0.61,High Vulnerability,0.78,High Concern,1212,1
Hansford,5.4511278195,2.0,36.71746,29.0,17.2,,301,18.421052632,640,11.7,,54.914880000000004,1821:1,57240,58.51285615,5463,49.020684606,40.334936754,2020,,,0.0,60.0,54.0,2.5,73,0.1241,0.1883,0.0824,0.76,High Vulnerability,0.83,Very High Concern,1821,1
Hardeman,6.4981949458,4.0,100.15023,35.0,27.1,,176,18.803418803,630,15.7,,25.4972,3922:1,42469,78.8,3922,49.413564508,100.0,2020,,,0.0,34.5,35.5,2.5,42,0.1293,0.1898,0.087,0.73,High Vulnerability,0.96,Very High Concern,3922,1
Hardin,8.6876155268,11.0,19.2513,42.0,17.1,5.6074766355,1302,8.7300522999,9750,17.4,59.605043734,45.44898,2200:1,60909,46.208349291,57207,50.726309717,51.547542784,2020,,,0.0,460.0,528.0,12.5,698,0.1338,0.1949,0.0899,0.25,Low Vulnerability,0.81,Very High Concern,2200,1
Harris,8.7174646209,2742.0,58.92998,44.0,24.8,6.1092895288,143373,11.117659238,739120,16.3,48.310296049,90.38826,1106:1,60241,64.185133746,4698619,50.328681683,1.2132803285,2020,,,0.0,47893.0,44814.0,2048.0,63815,0.1057,0.1669,0.0691,0.72,High Vulnerability,0.79,High Concern,1106,1
Harrison,7.8001752848,19.0,28.50242,46.0,22.8,7.1599045346,1787,10.207345633,13210,19.8,37.916954314,59.94665,1668:1,50131,54.971772676,66726,51.05356233,56.054303607,2020,,,0.0,542.0,525.0,20.0,765,0.1276,0.1901,0.0861,0.73,High Vulnerability,0.94,Very High Concern,1668,1
Hartley,6.2222222222,,,32.0,10.3,,202,15.768930523,770,13.3,,,,72451,58.992805755,5619,40.11389927,57.258330584,2020,,,0.0,37.5,42.5,5.0,56,0.1241,0.1883,0.0824,0.53,Moderate Vulnerability,0.74,High Concern,,
Haskell,6.8535825545,3.0,52.210229999999996,37.0,33.9,,153,13.796212804,910,15.6,6.6226940725,,,40880,74.832962138,5813,46.533631516,47.61824038,2020,,,0.0,37.0,49.0,0.0,47,0.1278,0.1901,0.086,0.98,Very High Vulnerability,0.99,Very High Concern,,
Hays,7.2379467498,93.0,43.359680000000004,46.0,12.1,3.4828559419,5562,10.668661526,25740,13.2,39.409104333,58.39259,1713:1,68180,44.292760965,222631,50.25131271,31.712145226,2020,,,0.0,1994.0,1750.0,65.5,2802,0.1018,0.157,0.0664,0.49,Moderate Vulnerability,0.73,High Concern,1713,1
Hemphill,5.2132701422,4.0,99.40357999999999,34.0,13.4,,241,18.229954614,440,10.6,,52.28758,1913:1,66849,35.913978495,3825,49.803921569,26.95035461,2020,,,0.0,27.5,39.0,0.0,30,0.1241,0.1883,0.0824,0.74,High Vulnerability,0.8,Very High Concern,1913,1
Henderson,7.6455534229,25.0,30.83983,52.0,29.9,7.786429366,2069,11.567059876,14200,17.8,46.582010106,46.1731,2166:1,43337,62.315654484,82299,51.094180974,60.110528192,2020,,,0.0,588.0,611.0,7.5,955,0.1398,0.2105,0.0948,0.72,High Vulnerability,0.9,Very High Concern,2166,1
Hidalgo,8.2134098376,387.0,44.96544,46.0,40.4,4.709081414,35069,12.1821504,95430,11.4,76.266544469,81.06806999999999,1234:1,38785,85.385181964,865939,50.980149872,5.1386929524,2020,,,0.0,10118.0,9779.0,439.5,13383,0.1074,0.1741,0.0695,0.98,Very High Vulnerability,0.99,Very High Concern,1234,1
Hill,7.5719872023,8.0,22.31396,38.0,20.2,,1097,12.66743649,5790,16.5,45.731384765,30.258020000000002,3305:1,48670,63.067926226,36354,50.173295923,76.266066289,2020,,,0.0,189.0,179.0,10.0,387,0.1248,0.188,0.085,0.87,Very High Vulnerability,0.93,Very High Concern,3305,1
Hockley,9.3538183461,13.0,56.306309999999996,31.0,28.1,,719,11.478288633,2770,11.9,46.58581355,43.5161,2298:1,46764,63.325879244,22980,50.139251523,39.847394811,2020,,,0.0,262.0,267.0,12.5,283,0.1143,0.1758,0.0766,0.9,Very High Vulnerability,0.97,Very High Concern,2298,1
Hood,7.2357531331,31.0,53.19788,49.0,16.8,6.5313739212,1538,11.870031643,8480,15.3,74.872232212,42.94894,2328:1,60917,48.281948694,60537,51.102631449,32.845531632,2020,,,0.0,573.0,611.0,17.5,591,0.1134,0.1689,0.0762,0.26,Low Vulnerability,0.66,High Concern,2328,1
Hopkins,7.3348087259,9.0,24.660239999999998,44.0,21.1,,1290,13.773222293,6240,17.4,44.81549393,92.3662,1083:1,52079,61.647266834,36810,50.763379516,59.62572168,2020,,,0.0,251.0,288.0,12.5,445,0.1283,0.1937,0.0866,0.71,High Vulnerability,0.76,High Concern,1083,1
Houston,8.8943792464,4.0,17.37544,39.0,40.8,,546,11.762171478,5160,22.6,45.425761125,34.5289,2896:1,39533,62.833983789,23169,46.544952307,73.487274566,2020,,,0.0,143.5,172.0,10.0,187,0.1365,0.206,0.093,0.91,Very High Vulnerability,0.97,Very High Concern,2896,1
Howard,9.8015267176,11.0,30.52164,38.0,25.1,7.9214195184,932,11.639815162,4770,13.1,47.378925877,101.48386,985:1,50423,58.507670851,36459,42.494308675,20.064549297,2020,,,0.0,219.0,249.0,7.5,427,0.1235,0.1873,0.0822,0.92,Very High Vulnerability,0.97,Very High Concern,985,1
Hudspeth,11.387900356,,,23.0,25.0,,146,14.092664093,500,13.4,,,,42671,91.680814941,4795,47.00729927,100.0,2020,,,0.0,53.0,56.5,0.0,43,0.1166,0.1765,0.0789,0.98,Very High Vulnerability,0.98,Very High Concern,,
Hunt,8.631632394,27.0,28.762569999999997,38.0,20.1,7.63062597,2633,11.310623309,16200,17.9,52.351984246,78.76219,1270:1,53360,54.563701669,96493,50.6772512,56.631332072,2020,,,0.0,1051.0,947.0,27.5,1211,0.1122,0.1653,0.0743,0.83,Very High Vulnerability,0.87,Very High Concern,1270,1
Hutchinson,9.2692496322,7.0,32.74854,38.0,18.9,,734,12.827682628,3460,15.9,43.164571689,37.73941,2650:1,54351,49.167253108,21198,49.698084725,22.564334086,2020,,,0.0,203.0,197.0,7.5,231,0.1241,0.1883,0.0824,0.66,High Vulnerability,0.86,Very High Concern,2650,1
Irion,10.377358491,0.0,0.0,38.0,10.2,,50,13.736263736,210,13.4,,0.0,1522:0,56775,26.353790614,1522,48.685939553,100.0,2020,,,0.0,20.0,25.0,0.0,12,0.1235,0.1873,0.0822,0.2,Low Vulnerability,0.88,Very High Concern,1522,0
Jack,7.3282442748,4.0,45.289860000000004,34.0,21.9,,322,16.035856574,1410,15.9,,22.61676,4422:1,48780,61.412051126,8843,43.593803008,53.217602831,2020,,,0.0,65.5,87.0,10.0,80,0.1293,0.1898,0.087,0.65,High Vulnerability,0.98,Very High Concern,4422,1
Jackson,6.9896193772,1.0,6.7544699999999995,38.0,19.4,,504,12.804878049,2060,14.0,41.783387714,60.508269999999996,1653:1,54088,55.189107413,14874,50.248756219,61.818827709,2020,,,0.0,162.0,180.0,2.5,201,0.1134,0.1709,0.0762,0.68,High Vulnerability,0.93,Very High Concern,1653,1
Jasper,8.0478882607,14.0,39.36897,38.0,29.9,,864,9.779286927,7520,21.2,59.808008805,64.11686,1560:1,47551,64.394925179,35872,50.485057984,78.185382246,2020,,,0.0,227.0,293.0,7.5,352,0.1428,0.2169,0.0983,0.82,Very High Vulnerability,0.92,Very High Concern,1560,1
Jeff Davis,,1.0,43.859649999999995,24.0,34.4,,26,20.3125,220,9.8,,44.40497,2252:1,51343,54.44015444,2252,48.756660746,100.0,2020,,,0.0,7.5,12.5,0.0,17,0.1166,0.1765,0.0789,0.36,Low Vulnerability,0.89,Very High Concern,2252,1
Jefferson,10.120481928,145.0,56.57455,42.0,27.8,9.0358982746,6681,10.590976824,58010,22.8,50.850819321,117.25443999999999,853:1,48121,68.061438213,255001,48.714710923,8.4020089348,2020,,,0.0,2116.0,2388.0,52.5,3192,0.1231,0.1913,0.0827,0.86,Very High Vulnerability,0.95,Very High Concern,853,1
Jim Hogg,8.9500860585,1.0,19.22338,30.0,38.6,,139,8.7202007528,470,8.9,,,,36176,83.753258036,5248,48.666158537,17.396226415,2020,,,0.0,31.0,34.5,0.0,56,0.1146,0.1867,0.0742,0.99,Very High Vulnerability,1.0,Very High Concern,,
Jim Wells,10.120705664,11.0,26.91395,37.0,33.3,4.5861041046,1261,10.577084382,4420,10.7,,71.04013,1408:1,41919,68.442174389,40822,50.409093136,40.085214751,2020,,,0.0,396.0,425.0,5.0,540,0.0992,0.1603,0.0642,0.92,Very High Vulnerability,0.99,Very High Concern,1408,1
Johnson,6.758821895,77.0,46.02483,46.0,15.5,6.7567567568,4649,10.179326049,22440,14.0,42.106967902,53.10427000000001,1883:1,62635,51.386599152,171361,50.135094917,37.874170167,2020,,,0.0,1325.0,1143.0,23.5,2123,0.1346,0.1961,0.0907,0.51,Moderate Vulnerability,0.73,High Concern,1883,1
Jones,7.0886075949,6.0,30.02552,30.0,24.0,,444,12.144420131,3350,16.8,46.309382665,35.32321,2831:1,43903,61.744966443,19817,37.260937579,85.14998515,2020,,,0.0,160.0,133.0,0.0,147,0.1278,0.1901,0.086,0.63,High Vulnerability,0.97,Very High Concern,2831,1
Karnes,8.1214109926,4.0,26.338320000000003,43.0,25.3,,397,12.204119275,1790,11.9,52.322555233,19.16933,5217:1,48743,70.358934774,15650,41.156549521,38.390447922,2020,,,0.0,148.0,174.0,35.5,175,0.1134,0.1709,0.0762,0.84,Very High Vulnerability,0.97,Very High Concern,5217,1
Kaufman,8.2398348443,39.0,31.737509999999997,50.0,15.3,5.6159086724,3831,10.795806797,16950,14.8,36.9588973,42.76096,2339:1,67434,48.385723409,128622,50.739375846,48.817610063,2020,,,0.0,1789.0,1574.0,30.0,2028,0.1236,0.185,0.0839,0.57,Moderate Vulnerability,0.77,High Concern,2339,1
Kendall,7.1287908625,38.0,86.31263,47.0,10.5,,1355,12.362010765,4560,11.3,34.701562339,105.1686,951:1,90937,23.858383132,45641,51.030871366,58.159233762,2020,,,0.0,332.0,263.0,10.0,385,0.1008,0.1475,0.0669,0.23,Low Vulnerability,0.47,Moderate Concern,951,1
Kenedy,,0.0,0.0,44.0,20.3,,16,13.223140496,70,11.6,,0.0,442:0,42153,76.923076923,442,48.416289593,100.0,2020,,,0.0,2.5,5.0,0.0,,0.0992,0.1603,0.0642,0.73,High Vulnerability,0.99,Very High Concern,442,0
Kent,,0.0,0.0,20.0,20.3,,24,15.094339623,100,14.9,,0.0,726:0,47625,36.184210526,726,50.275482094,100.0,2020,,,0.0,5.0,12.5,0.0,,0.1278,0.1901,0.086,0.44,Moderate Vulnerability,0.91,Very High Concern,726,0
Kerr,8.1704668838,44.0,85.07347,49.0,23.3,5.731441048,1384,13.452566096,7110,14.0,50.668821992,87.77788,1139:1,53704,59.460610362,52405,51.87672932,41.102267003,2020,,,0.0,367.0,367.0,20.0,485,0.1008,0.1475,0.0669,0.7,High Vulnerability,0.6,High Concern,1139,1
Kimble,6.862745098,3.0,68.02721,24.0,35.9,,105,12.589928058,710,16.1,,114.62632,872:1,42503,61.463414634,4362,51.077487391,44.302148904,2020,,,0.0,34.5,32.0,5.0,54,0.1235,0.1873,0.0822,0.59,Moderate Vulnerability,0.82,Very High Concern,872,1
King,,0.0,0.0,,15.7,,18,20.454545455,40,15.5,,0.0,277:0,57925,0.0,277,49.458483755,100.0,2020,,,0.0,10.0,7.5,0.0,,0.1143,0.1758,0.0766,0.2,Very Low Vulnerability,0.68,High Concern,277,0
Kinney,8.0,,,25.0,26.6,,100,13.192612137,320,8.7,,26.546319999999998,3767:1,43192,59.487179487,3767,44.942925405,20.455808783,2020,,,0.0,25.0,22.5,0.0,25,0.107,0.1724,0.0705,0.86,Very High Vulnerability,0.98,Very High Concern,3767,1
Kleberg,7.773512476,14.0,45.03345,37.0,33.3,,714,9.1129546905,4100,13.0,35.094348084,44.97414,2224:1,42605,67.918708038,31129,48.796941758,18.870278532,2020,,,0.0,312.0,282.0,12.5,376,0.0992,0.1603,0.0642,0.98,Very High Vulnerability,0.99,Very High Concern,2224,1
Knox,8.2595870206,1.0,26.954179999999997,13.0,31.5,,186,18.1640625,500,13.2,46.549184776,164.24856,609:1,39726,64.52991453,3653,50.479058308,100.0,2020,,,0.0,41.5,35.0,0.0,43,0.1278,0.1901,0.086,0.8,High Vulnerability,0.93,Very High Concern,609,1
La Salle,9.1988130564,,,24.0,35.5,,116,7.4694140373,370,5.0,,119.50604000000001,837:1,40072,87.391304348,7531,40.817952463,46.354923032,2020,,,0.0,33.5,62.0,0.0,79,0.107,0.1724,0.0705,0.82,Very High Vulnerability,0.97,Very High Concern,837,1
Lamar,8.8082901554,25.0,50.41644,48.0,22.2,6.5416484954,1451,11.858450474,9970,20.2,40.132093431,98.53604,1015:1,45767,62.569508804,49728,51.797779923,47.082923302,2020,,,0.0,532.0,597.0,12.5,632,0.1283,0.1937,0.0866,0.84,Very High Vulnerability,0.94,Very High Concern,1015,1
Lamb,8.6722947045,3.0,22.71007,36.0,27.8,,557,14.677206851,1730,13.0,28.880957249,68.39945,1462:1,42700,70.252951096,13158,50.425596595,57.687629677,2020,,,0.0,129.5,168.0,10.0,181,0.1143,0.1758,0.0766,0.9,Very High Vulnerability,0.99,Very High Concern,1462,1
Lampasas,5.8561425843,9.0,42.80211,26.0,20.2,,643,12.793473936,2960,14.5,50.561469143,32.97376,3033:1,55151,50.709606987,21229,50.723067502,68.267520455,2020,,,0.0,118.0,129.5,7.5,203,0.1264,0.1929,0.0847,0.54,Moderate Vulnerability,0.88,Very High Concern,3033,1
Lavaca,7.3981191223,14.0,69.78367,35.0,22.2,,611,12.26661313,2920,14.7,26.126186752,54.699149999999996,1828:1,51128,42.534864643,20110,51.158627548,81.316513523,2020,,,0.0,194.0,209.0,5.0,227,0.1134,0.1709,0.0762,0.69,High Vulnerability,0.91,Very High Concern,1828,1
Lee,7.5799721836,4.0,23.27882,48.0,17.8,,501,13.208542051,2490,14.8,43.737213003,34.99767,2857:1,55834,63.832982878,17144,49.784181055,69.720683843,2020,,,0.0,150.5,154.5,7.5,209,0.124,0.188,0.0827,0.68,High Vulnerability,0.88,Very High Concern,2857,1
Leon,7.1967100754,,,43.0,24.4,,688,16.966707768,3050,18.0,23.450372137,28.95194,3454:1,47065,51.46875,17270,50.277938622,100.0,2020,,,0.0,124.5,160.0,12.5,199,0.1225,0.1864,0.0827,0.62,High Vulnerability,0.92,Very High Concern,3454,1
Liberty,8.748403576,20.0,23.90686,35.0,23.2,7.02172761,2977,13.224645729,14210,17.8,30.846808228,39.38695,2539:1,52577,66.212406015,86323,50.425726631,63.227264915,2020,,,0.0,1049.0,1044.0,25.0,1259,0.1377,0.2028,0.0929,0.94,Very High Vulnerability,0.97,Very High Concern,2539,1
Limestone,10.062590274,8.0,34.00349,43.0,33.0,,616,11.298606016,4500,19.2,26.097624129,63.77822,1568:1,43226,74.536340852,23519,48.369403461,53.617858365,2020,,,0.0,159.0,212.0,7.5,273,0.1248,0.188,0.085,0.95,Very High Vulnerability,0.98,Very High Concern,1568,1
Lipscomb,6.309148265,,,29.0,17.5,,256,27.497314715,420,12.0,,29.80626,3355:1,57332,62.532299742,3355,48.315946349,100.0,2020,,,0.0,32.0,45.0,5.0,27,0.1241,0.1883,0.0824,0.46,Moderate Vulnerability,0.87,Very High Concern,3355,1
Live Oak,7.5081610446,1.0,8.214229999999999,34.0,25.6,,384,15.0,1500,12.5,,32.87851,3042:1,48814,61.417322835,12166,45.199736972,100.0,2020,,,0.0,78.0,93.0,2.5,122,0.1146,0.1867,0.0742,0.69,High Vulnerability,0.95,Very High Concern,3042,1
Llano,8.1244598099,17.0,80.15087,39.0,23.4,,457,13.42143906,3150,15.6,,27.718749999999996,3608:1,54019,58.899176955,21646,51.575348794,45.179006269,2020,,,0.0,106.5,126.0,7.5,174,0.1264,0.1929,0.0847,0.47,Moderate Vulnerability,0.76,High Concern,3608,1
Loving,,0.0,0.0,,9.6,,9,17.647058824,10,17.7,,0.0,152:0,78637,,152,44.078947368,100.0,2020,,,0.0,0.0,2.5,0.0,0,0.1166,0.1765,0.0789,0.76,High Vulnerability,0.83,Very High Concern,152,0
Lubbock,8.8743528753,251.0,82.23442,45.0,20.3,5.0405662006,7177,9.4384534456,47350,15.9,43.908668797,144.43158,692:1,50377,54.949407797,307412,50.729314405,11.335540166,2020,,,0.0,3247.0,3136.0,38.0,3980,0.109,0.1714,0.0711,0.75,High Vulnerability,0.74,High Concern,692,1
Lynn,8.8122605364,3.0,51.20328,31.0,26.8,,195,12.081784387,720,12.5,,68.06193999999999,1469:1,43436,57.998683344,5877,49.004594181,56.720202874,2020,,,0.0,60.0,68.0,0.0,68,0.1143,0.1758,0.0766,0.89,Very High Vulnerability,0.99,Very High Concern,1469,1
Madison,7.3646850044,3.0,21.09408,42.0,23.4,,397,12.785829308,2440,17.4,46.613383608,27.7354,3606:1,45445,69.34710439,14422,42.566911663,67.403395785,2020,,,0.0,107.0,120.0,0.0,176,0.1225,0.1864,0.0827,0.84,Very High Vulnerability,0.96,Very High Concern,3606,1
Marion,9.8613251156,,,37.0,34.0,,220,11.311053985,2290,22.6,35.431635318,30.21757,3309:1,38011,74.29245283,9928,51.228847703,100.0,2020,,,0.0,48.0,29.5,0.0,91,0.1276,0.1901,0.0861,0.69,High Vulnerability,0.97,Very High Concern,3309,1
Martin,8.2335329341,2.0,35.54924,35.0,19.6,,324,17.792421746,460,8.2,,34.76447,2877:1,56484,51.265822785,5753,49.40031288,100.0,2020,,,0.0,31.0,52.5,2.5,86,0.1235,0.1873,0.0822,0.42,Moderate Vulnerability,0.89,Very High Concern,2877,1
Mason,6.8965517241,,,42.0,23.4,,234,25.490196078,570,13.8,,46.72897,2140:1,49560,46.153846154,4280,49.929906542,100.0,2020,,,0.0,27.5,44.5,7.5,33,0.1235,0.1873,0.0822,0.36,Low Vulnerability,0.81,Very High Concern,2140,1
Matagorda,8.5486018642,14.0,38.00217,38.0,27.8,,1164,12.019826518,6200,16.9,43.297337313,54.71657,1828:1,48830,65.86013986,36552,49.619719851,36.417633916,2020,,,0.0,441.0,418.0,17.5,495,0.1114,0.1704,0.0738,0.91,Very High Vulnerability,0.94,Very High Concern,1828,1
Maverick,7.9604578564,15.0,25.766109999999998,26.0,35.0,5.4275880328,2420,12.774493243,5740,10.0,55.092817391,46.16568,2166:1,35594,76.292689617,58485,50.110284688,9.2557779498,2020,,,0.0,739.0,655.0,27.5,1026,0.107,0.1724,0.0705,0.97,Very High Vulnerability,1.0,Very High Concern,2166,1
McCulloch,7.654723127,4.0,50.2702,23.0,28.2,,243,13.015532941,1130,13.8,38.048048048,37.56104,2662:1,42719,66.575716235,7987,49.768373607,35.325365206,2020,,,0.0,56.0,56.5,2.5,76,0.1235,0.1873,0.0822,0.74,High Vulnerability,0.93,Very High Concern,2662,1
McLennan,8.2675546785,187.0,74.42519,49.0,23.4,6.8851099129,6105,9.5728666855,44960,18.3,41.276867876,72.26824,1384:1,48858,61.807808723,254607,51.115248206,23.351893949,2020,,,0.0,2327.0,2328.0,35.5,3199,0.1128,0.178,0.0742,0.84,Very High Vulnerability,0.88,Very High Concern,1384,1
McMullen,,0.0,0.0,28.0,15.9,,31,18.235294118,40,7.0,,133.51135,749:1,64633,21.789883268,749,45.126835781,100.0,2020,,,0.0,10.0,12.5,0.0,12,0.1146,0.1867,0.0742,0.76,High Vulnerability,0.83,Very High Concern,749,1
Medina,8.1729567608,14.0,27.963089999999998,37.0,17.9,6.1823802164,1368,11.133718564,4440,9.1,52.730520001,19.63826,5092:1,59304,58.636085091,50921,48.398499637,61.555014563,2020,,,0.0,378.0,352.0,12.5,597,0.1146,0.174,0.0756,0.67,High Vulnerability,0.95,Very High Concern,5092,1
Menard,,1.0,47.08098,27.0,40.8,,71,18.34625323,270,12.7,,46.750820000000004,2139:1,35881,72.063492063,2139,50.350631136,100.0,2020,,,0.0,17.5,27.5,0.0,14,0.1235,0.1873,0.0822,0.59,Moderate Vulnerability,0.97,Very High Concern,2139,1
Midland,8.2433114589,59.0,35.74696,42.0,13.5,5.9576691926,7145,14.548675449,16420,10.3,42.694441943,87.49667000000001,1143:1,80189,46.301894397,172578,49.528329219,12.291776258,2020,,,0.0,1985.0,1850.0,36.0,2919,0.1034,0.1564,0.067,0.47,Moderate Vulnerability,0.72,High Concern,1143,1
Milam,7.4387947269,2.0,7.98308,40.0,25.4,,754,11.91906418,4120,16.8,22.632995263,67.64554,1478:1,46720,65.911474722,25131,50.718236441,56.182089914,2020,,,0.0,209.0,217.0,12.5,295,0.1225,0.1864,0.0827,0.76,High Vulnerability,0.95,Very High Concern,1478,1
Mills,9.3425605536,2.0,40.64215,18.0,24.6,,203,19.670542636,690,14.2,,60.96322,1640:1,47068,59.022118743,4921,50.091444828,100.0,2020,,,0.0,39.0,40.0,2.5,28,0.1264,0.1929,0.0847,0.77,High Vulnerability,0.95,Very High Concern,1640,1
Mitchell,9.9270072993,4.0,47.23666,26.0,26.7,,247,13.251072961,1080,12.3,21.92063978,24.55494,4073:1,48529,55.808980756,8145,41.669736034,36.74359247,2020,,,0.0,42.0,83.0,0.0,72,0.1278,0.1901,0.086,0.62,High Vulnerability,0.97,Very High Concern,4073,1
Montague,8.141025641,6.0,30.707819999999998,26.0,20.9,,712,15.371329879,3270,16.9,,15.30925,6532:1,50542,54.915354915,19596,50.918554807,58.943151275,2020,,,0.0,153.0,159.0,2.5,210,0.1293,0.1898,0.087,0.58,Moderate Vulnerability,0.93,Very High Concern,6532,1
